web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,item_page_title,item_page_link
"1778919864-13","https://archive.ics.uci.edu/dataset/1/abalone","","Highly efficient nonlinear regression for big data with lexicographical splitting","By Mohammadreza Mohaghegh Neyshabouri, Oguzhan Demir, Ibrahim Delibalta, Suleyman Kozat. 2017","Published in Signal, Image and Video Processing.","Highly efficient nonlinear regression for big data with lexicographical splitting","https://api.semanticscholar.org/CorpusID:38169217"
"1778919864-14","https://archive.ics.uci.edu/dataset/1/abalone","","LightNN: Filling the Gap between Conventional Deep Neural Networks and Binarized Networks","By Ruizhou Ding, Zeye Liu, Rongye Shi, Diana Marculescu, R. Blanton. 2017","Published in ArXiv.","LightNN: Filling the Gap between Conventional Deep Neural Networks and Binarized Networks","https://api.semanticscholar.org/CorpusID:2172545"
"1778919864-15","https://archive.ics.uci.edu/dataset/1/abalone","","Analyzing the Robustness of Nearest Neighbors to Adversarial Examples","By Yizhen Wang, Somesh Jha, Kamalika Chaudhuri. 2017","Published in International Conference on Machine Learning (ICML) 2018, Page 5133--5142.","Analyzing the Robustness of Nearest Neighbors to Adversarial Examples","https://api.semanticscholar.org/CorpusID:3871105"
"1778919864-16","https://archive.ics.uci.edu/dataset/1/abalone","","Sparse Algorithm for Robust LSSVM in Primal Space","By Li Chen, Shuisheng Zhou. 2017","Published in ArXiv.","Sparse Algorithm for Robust LSSVM in Primal Space","https://api.semanticscholar.org/CorpusID:18653548"
"1778919864-17","https://archive.ics.uci.edu/dataset/1/abalone","","Least Ambiguous Set-Valued Classifiers with Bounded Error Levels","By Mauricio Sadinle, Jing Lei, Larry Wasserman. 2016","Published in ArXiv.","Least Ambiguous Set-Valued Classifiers with Bounded Error Levels","https://api.semanticscholar.org/CorpusID:622583"
"1778919864-18","https://archive.ics.uci.edu/dataset/1/abalone","","A highly efficient semismooth Newton augmented Lagrangian method for solving Lasso problems","By Xudong Li, Defeng Sun, Kim-Chuan Toh. 2016","Published in SIAM Journal on Optimization.","A highly efficient semismooth Newton augmented Lagrangian method for solving Lasso problems","https://api.semanticscholar.org/CorpusID:17305034"
"1778919864-19","https://archive.ics.uci.edu/dataset/1/abalone","","Reliable Evaluation of Neural Network for Multiclass Classification of Real-world Data","By Siddharth Dinesh, Tirtharaj Dash. 2016","Published in ArXiv.","Reliable Evaluation of Neural Network for Multiclass Classification of Real-world Data","https://api.semanticscholar.org/CorpusID:17336728"
"1778919864-20","https://archive.ics.uci.edu/dataset/1/abalone","","Strongly agree or strongly disagree?: Rating features in Support Vector Machines","By Emilio Carrizosa, Amaya Nogales-Gómez, Dolores Morales. 2016","Published in Inf. Sci..","Strongly agree or strongly disagree?: Rating features in Support Vector Machines","https://api.semanticscholar.org/CorpusID:14684163"
"1778919864-21","https://archive.ics.uci.edu/dataset/1/abalone","","Partial identification in the statistical matching problem","By Daniel Ahfock, Saumyadipta Pyne, Sharon Lee, Geoffrey McLachlan. 2016","Published in Computational statistics & data analysis.","Partial identification in the statistical matching problem","https://api.semanticscholar.org/CorpusID:8837788"
"1778919864-22","https://archive.ics.uci.edu/dataset/1/abalone","","A highly efficient semismooth Newton augmented Lagrangian method for solving Lasso problems","By Xudong Li, Defeng Sun, Kim-Chuan Toh. 2016","Published in SIAM Journal on Optimization.","A highly efficient semismooth Newton augmented Lagrangian method for solving Lasso problems","https://api.semanticscholar.org/CorpusID:17305034"
"1778919864-23","https://archive.ics.uci.edu/dataset/1/abalone","","Distributed Extreme Learning Machine for Nonlinear Learning over Network","By Songyan Huang, Chunguang Li. 2015","Published in Entropy.","Distributed Extreme Learning Machine for Nonlinear Learning over Network","https://api.semanticscholar.org/CorpusID:11799421"
"1778919864-24","https://archive.ics.uci.edu/dataset/1/abalone","","Towards a Learning Theory of Cause-Effect Inference","By David Lopez-Paz, Krikamol Muandet, Bernhard Scholkopf, Ilya Tolstikhin. 2015","Published in ICML.","Towards a Learning Theory of Cause-Effect Inference","https://api.semanticscholar.org/CorpusID:14337806"
"1778919864-25","https://archive.ics.uci.edu/dataset/1/abalone","","oASIS: Adaptive Column Sampling for Kernel Matrix Approximation","By Raajen Patel, Thomas Goldstein, Eva Dyer, Azalia Mirhoseini, Richard Baraniuk. 2015","Published in ArXiv.","oASIS: Adaptive Column Sampling for Kernel Matrix Approximation","https://api.semanticscholar.org/CorpusID:9372349"
"1778919864-26","https://archive.ics.uci.edu/dataset/1/abalone","","Learning on Probabilistic Labels","By Peng Peng, Raymond Wong, Philip Yu. 2014","Published in SDM.","Learning on Probabilistic Labels","https://api.semanticscholar.org/CorpusID:17158052"
"1778919864-27","https://archive.ics.uci.edu/dataset/1/abalone","","Using Gaussian Measures for Efficient Constraint Based Clustering","By Chandrima Sarkar, Atanu Roy. 2014","Published in ArXiv.","Using Gaussian Measures for Efficient Constraint Based Clustering","https://api.semanticscholar.org/CorpusID:14386392"
"1778919864-28","https://archive.ics.uci.edu/dataset/1/abalone","","Adaptive Linear and Normalized Combination of Radial Basis Function Networks for Function Approximation and Regression","By Yunfeng Wu, Xin Luo, Fang Zheng, Shanshan Yang, Suxian Cai, Sin Ng. 2014","Published in Mathematical Problems in Engineering.","Adaptive Linear and Normalized Combination of Radial Basis Function Networks for Function Approximation and Regression","https://api.semanticscholar.org/CorpusID:119685847"
"1778919864-29","https://archive.ics.uci.edu/dataset/1/abalone","","Matrix Coherence and the Nystrom Method","By Ameet Talwalkar, Afshin Rostamizadeh. 2014","Published in ArXiv.","Matrix Coherence and the Nystrom Method","https://api.semanticscholar.org/CorpusID:8998440"
"1778919864-30","https://archive.ics.uci.edu/dataset/1/abalone","","Out-of-sample Extension for Latent Position Graphs","By Minh Tang, Youngser Park, Carey Priebe. 2013","Published in","Out-of-sample Extension for Latent Position Graphs","https://api.semanticscholar.org/CorpusID:88513672"
"1778919864-31","https://archive.ics.uci.edu/dataset/1/abalone","","Information estimators for weighted observations.","By Hideitsu Hino, Noboru Murata. 2013","Published in Neural networks : the official journal of the International Neural Network Society.","Information estimators for weighted observations.","https://api.semanticscholar.org/CorpusID:18207528"
"1778919864-32","https://archive.ics.uci.edu/dataset/1/abalone","","Enhancements of Multi-class Support Vector Machine Construction from Binary Learners using Generalization Performance","By Patoomsiri Songsiri, Thimaporn Phetkaew, Boonserm Kijsirikul. 2013","Published in ArXiv.","Enhancements of Multi-class Support Vector Machine Construction from Binary Learners using Generalization Performance","https://api.semanticscholar.org/CorpusID:5925168"
"1778919864-33","https://archive.ics.uci.edu/dataset/1/abalone","","Data Clustering via Principal Direction Gap Partitioning","By Ralph Abbey, Jeremy Diepenbrock, Amy Langville, Carl Meyer, Shaina Race, Dexin Zhou. 2012","Published in ArXiv.","Data Clustering via Principal Direction Gap Partitioning","https://api.semanticscholar.org/CorpusID:16421913"
"1778919864-34","https://archive.ics.uci.edu/dataset/1/abalone","","Method FCMSPimpute for Estimation of Missing Values in Microarray Data","By Shekofeh Yaraghi. 2012","Published in International Journal on Bioinformatics & Biosciences.","Method FCMSPimpute for Estimation of Missing Values in Microarray Data","https://api.semanticscholar.org/CorpusID:35478059"
"1778919864-35","https://archive.ics.uci.edu/dataset/1/abalone","","Enhanced Outlier Detection Method Using Association Rule Mining Technique S.Preetha","By S. Preetha, V. Radha. 2012","Published in International Journal of Computer Applications.","Enhanced Outlier Detection Method Using Association Rule Mining Technique S.Preetha","https://api.semanticscholar.org/CorpusID:15214219"
"1778919864-36","https://archive.ics.uci.edu/dataset/1/abalone","","Fuzzy Rules in Data Mining: From Fuzzy Associations to Gradual Dependencies","By Eyke Hüllermeier. 2012","Published in Combining Experimentation and Theory.","Fuzzy Rules in Data Mining: From Fuzzy Associations to Gradual Dependencies","https://api.semanticscholar.org/CorpusID:8045472"
"1778919864-37","https://archive.ics.uci.edu/dataset/1/abalone","","Regularization by Intrinsic Plasticity and Its Synergies with Recurrence for Random Projection Methods","By Klaus Neumann, Christian Emmerich, Jochen Steil. 2012","Published in Journal of Intelligent Learning Systems and Applications.","Regularization by Intrinsic Plasticity and Its Synergies with Recurrence for Random Projection Methods","https://api.semanticscholar.org/CorpusID:16795400"
"1778919864-38","https://archive.ics.uci.edu/dataset/1/abalone","","Dependence Tree Structure Estimation via Copula","By Jian Ma, Zeng-Qi Sun, Sheng Chen, Hong-Hai Liu. 2012","Published in International Journal of Automation and Computing.","Dependence Tree Structure Estimation via Copula","https://api.semanticscholar.org/CorpusID:14668819"
"1778919864-39","https://archive.ics.uci.edu/dataset/1/abalone","","Causal Inference on Time Series using Structural Equation Models","By Jonas Peters, Dominik Janzing, Bernhard Scholkopf. 2012","Published in Advances in Neural Information Processing Systems 26, 154-162, 2014.","Causal Inference on Time Series using Structural Equation Models","https://api.semanticscholar.org/CorpusID:15536885"
"1778919864-40","https://archive.ics.uci.edu/dataset/1/abalone","","Testing the Gauss linear assumption for on-line predictions","By Valentina Fedorova, Ilia Nouretdinov, Alex Gammerman. 2012","Published in Progress in Artificial Intelligence.","Testing the Gauss linear assumption for on-line predictions","https://api.semanticscholar.org/CorpusID:15556323"
"1778919864-41","https://archive.ics.uci.edu/dataset/1/abalone","","Efficient Gaussian Process Regression for Large Data Sets","By Anjishnu Banerjee, David Dunson, Surya Tokdar. 2011","Published in Biometrika.","Efficient Gaussian Process Regression for Large Data Sets","https://api.semanticscholar.org/CorpusID:15007054"
"1778919864-42","https://archive.ics.uci.edu/dataset/1/abalone","","Batch Intrinsic Plasticity for Extreme Learning Machines","By Klaus Neumann, Jochen Steil. 2011","Published in ICANN.","Batch Intrinsic Plasticity for Extreme Learning Machines","https://api.semanticscholar.org/CorpusID:14555837"
"1778919864-43","https://archive.ics.uci.edu/dataset/1/abalone","","An Interactive Approach to Outlier Detection","By Rob Konijn, Wojtek Kowalczyk. 2010","Published in RSKT.","An Interactive Approach to Outlier Detection","https://api.semanticscholar.org/CorpusID:7113982"
"1778919864-44","https://archive.ics.uci.edu/dataset/1/abalone","","Gaussian Process Structural Equation Models with Latent Variables","By Ricardo Silva, Robert Gramacy. 2010","Published in ArXiv.","Gaussian Process Structural Equation Models with Latent Variables","https://api.semanticscholar.org/CorpusID:9781533"
"1778919864-45","https://archive.ics.uci.edu/dataset/1/abalone","","Category detection using hierarchical mean shift","By Pavan Vatturi, Weng-Keen Wong. 2009","Published in KDD.","Category detection using hierarchical mean shift","https://api.semanticscholar.org/CorpusID:11794162"
"1778919864-46","https://archive.ics.uci.edu/dataset/1/abalone","","Causal Inference on Discrete Data using Additive Noise Models","By Jonas Peters, Dominik Janzing, Bernhard Scholkopf. 2009","Published in IEEE TPAMI vol. 33 no. 12 (2011) 2436-2450.","Causal Inference on Discrete Data using Additive Noise Models","https://api.semanticscholar.org/CorpusID:17602799"
"1778919864-47","https://archive.ics.uci.edu/dataset/1/abalone","","Dependence Structure Estimation via Copula","By Jian Ma, Zengqi Sun. 2008","Published in ArXiv.","Dependence Structure Estimation via Copula","https://api.semanticscholar.org/CorpusID:16676216"
"1778919864-48","https://archive.ics.uci.edu/dataset/1/abalone","","Using case provenance to propagate feedback to cases and adaptations","By David Leake, Scott Dial. 2008","Published in In: Proceedings of the Ninth European Conference on Case-Based Reasoning.","Using case provenance to propagate feedback to cases and adaptations","https://api.semanticscholar.org/CorpusID:2824881"
"1778919864-49","https://archive.ics.uci.edu/dataset/1/abalone","","Statistical tools to assess the reliability of self-organizing maps","By Eric Bodt, Marie Cottrell, Michel Verleysen. 2007","Published in Neural Networks 15, 8-9 (2002) 967-978.","Statistical tools to assess the reliability of self-organizing maps","https://api.semanticscholar.org/CorpusID:9360834"
"1778919864-50","https://archive.ics.uci.edu/dataset/1/abalone","","On the Selection of the Globally Optimal Prototype Subset for Nearest-Neighbor Classification","By Emilio Carrizosa, Belen Martin-Barragan, Frank Plastria, Dolores Morales. 2007","Published in INFORMS Journal on Computing.","On the Selection of the Globally Optimal Prototype Subset for Nearest-Neighbor Classification","https://api.semanticscholar.org/CorpusID:11628277"
"1778919864-51","https://archive.ics.uci.edu/dataset/1/abalone","","Sparse Gaussian processes using backward elimination","By Liefeng Bo, Ling Wang, Licheng Jiao. 2006","Published in Lecture Notes in Computer Science 3971.","Sparse Gaussian processes using backward elimination","https://api.semanticscholar.org/CorpusID:34462"
"1778919864-52","https://archive.ics.uci.edu/dataset/1/abalone","","Sequential Learning with LS-SVM for Large-Scale Data Sets","By Tobias Jung, Daniel Polani. 2006","Published in ICANN (2).","Sequential Learning with LS-SVM for Large-Scale Data Sets","https://api.semanticscholar.org/CorpusID:2264354"
"1778919864-53","https://archive.ics.uci.edu/dataset/1/abalone","","Exploration of textual document archives using a fuzzy hierarchical clustering algorithm in the GAMBAL system","By Vicenç Torra, Sadaaki Miyamoto, Sergi Lanau. 2005","Published in Inf. Process. Manage..","Exploration of textual document archives using a fuzzy hierarchical clustering algorithm in the GAMBAL system","https://api.semanticscholar.org/CorpusID:18369830"
"1778919864-54","https://archive.ics.uci.edu/dataset/1/abalone","","Kronecker factorization for speeding up kernel machines","By Gang Wu, Zhihua Zhang, Edward Chang. 2005","Published in In SIAM International Conference on Data Mining (SDM.","Kronecker factorization for speeding up kernel machines","https://api.semanticscholar.org/CorpusID:18331143"
"1778919864-55","https://archive.ics.uci.edu/dataset/1/abalone","","A Comparison of Model Aggregation Methods for Regression","By Zafer Barutçuoglu. 2003","Published in ICANN.","A Comparison of Model Aggregation Methods for Regression","https://api.semanticscholar.org/CorpusID:7173976"
"1778919864-56","https://archive.ics.uci.edu/dataset/1/abalone","","Optimality Trade-offs For Distributed Estimation Anit","By Kumar Sahu.","Published in","Optimality Trade-offs For Distributed Estimation Anit","https://api.semanticscholar.org/CorpusID:89608817"
