web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,item_page_title,item_page_link
"1778942237-11","https://archive.ics.uci.edu/dataset/52/ionosphere","","Fitting Prediction Rule Ensembles with R Package pre","By Marjolein Fokkema. 2017","Published in","Fitting Prediction Rule Ensembles with R Package pre","https://api.semanticscholar.org/CorpusID:88521439"
"1778942237-12","https://archive.ics.uci.edu/dataset/52/ionosphere","","Maximum Margin Principal Components","By Xianghui Luo, Robert Durrant. 2017","Published in ArXiv.","Maximum Margin Principal Components","https://api.semanticscholar.org/CorpusID:21002540"
"1778942237-13","https://archive.ics.uci.edu/dataset/52/ionosphere","","Distributed, scalable and gossip-free consensus optimization with application to data analysis","By Sina Pakazad, Christian Naesseth, Fredrik Lindsten, Anders Hansson. 2017","Published in","Distributed, scalable and gossip-free consensus optimization with application to data analysis","https://api.semanticscholar.org/CorpusID:64530789"
"1778942237-14","https://archive.ics.uci.edu/dataset/52/ionosphere","","Gradient Estimators for Implicit Models","By Yingzhen Li, Richard Turner. 2017","Published in ArXiv.","Gradient Estimators for Implicit Models","https://api.semanticscholar.org/CorpusID:3529936"
"1778942237-15","https://archive.ics.uci.edu/dataset/52/ionosphere","","One Class Splitting Criteria for Random Forests","By Nicolas Goix, Nicolas Drougard, Romain Brault, Mael Chiapino. 2016","Published in ArXiv.","One Class Splitting Criteria for Random Forests","https://api.semanticscholar.org/CorpusID:7131173"
"1778942237-16","https://archive.ics.uci.edu/dataset/52/ionosphere","","Learning with $ell^{0}$-Graph: $ell^{0}$-Induced Sparse Subspace Clustering","By Yingzhen Yang, Jiashi Feng, Jianchao Yang, Thomas Huang. 2015","Published in","Learning with $ell^{0}$-Graph: $ell^{0}$-Induced Sparse Subspace Clustering","https://api.semanticscholar.org/CorpusID:12755360"
"1778942237-17","https://archive.ics.uci.edu/dataset/52/ionosphere","","Sparse Recovery via Partial Regularization: Models, Theory and Algorithms","By Zhaosong Lu, Xiaorui Li. 2015","Published in ArXiv.","Sparse Recovery via Partial Regularization: Models, Theory and Algorithms","https://api.semanticscholar.org/CorpusID:302164"
"1778942237-18","https://archive.ics.uci.edu/dataset/52/ionosphere","","Learning ℓ0-Graph for Data Clustering","By Yingzhen Yang, Jiashi Feng, Jianchao Yang, Thomas Huang. 2015","Published in ArXiv.","Learning ℓ0-Graph for Data Clustering","https://api.semanticscholar.org/CorpusID:18835020"
"1778942237-19","https://archive.ics.uci.edu/dataset/52/ionosphere","","Incremental Feature Selection by Block Addition and Block Deletion Using Least Squares SVRs","By Shigeo Abe. 2014","Published in ANNPR.","Incremental Feature Selection by Block Addition and Block Deletion Using Least Squares SVRs","https://api.semanticscholar.org/CorpusID:35434445"
"1778942237-20","https://archive.ics.uci.edu/dataset/52/ionosphere","","A comparative evaluation of stochastic-based inference methods for Gaussian process models","By M. Filippone, M. Zhong, M. Girolami. 2013","Published in Machine Learning.","A comparative evaluation of stochastic-based inference methods for Gaussian process models","https://api.semanticscholar.org/CorpusID:16125023"
"1778942237-21","https://archive.ics.uci.edu/dataset/52/ionosphere","","A New Perspective on Convex Relaxations of Sparse SVM","By Noam Goldberg, Sven Leyffer, Todd Munson. 2013","Published in SDM.","A New Perspective on Convex Relaxations of Sparse SVM","https://api.semanticscholar.org/CorpusID:8176856"
"1778942237-22","https://archive.ics.uci.edu/dataset/52/ionosphere","","Cost-Sensitive Feature Selection of Numeric Data with Measurement Errors","By Hong Zhao, Fan Min, William Zhu. 2013","Published in J. Applied Mathematics.","Cost-Sensitive Feature Selection of Numeric Data with Measurement Errors","https://api.semanticscholar.org/CorpusID:393854"
"1778942237-23","https://archive.ics.uci.edu/dataset/52/ionosphere","","Learning from multiple annotators with varying expertise","By Yan Yan, Rómer Rosales, Glenn Fung, Ramanathan Subramanian, Jennifer Dy. 2013","Published in Machine Learning.","Learning from multiple annotators with varying expertise","https://api.semanticscholar.org/CorpusID:11284353"
"1778942237-24","https://archive.ics.uci.edu/dataset/52/ionosphere","","Sparse Approximation via Penalty Decomposition Methods","By Zhaosong Lu, Yong Zhang. 2012","Published in ArXiv.","Sparse Approximation via Penalty Decomposition Methods","https://api.semanticscholar.org/CorpusID:1518941"
"1778942237-25","https://archive.ics.uci.edu/dataset/52/ionosphere","","Generalized Fisher Score for Feature Selection","By Quanquan Gu, Zhenhui Li, Jiawei Han. 2012","Published in ArXiv.","Generalized Fisher Score for Feature Selection","https://api.semanticscholar.org/CorpusID:2583079"
"1778942237-26","https://archive.ics.uci.edu/dataset/52/ionosphere","","Uncertain Nearest Neighbor Classification","By Fabrizio Angiulli, Fabio Fassetti. 2011","Published in ArXiv.","Uncertain Nearest Neighbor Classification","https://api.semanticscholar.org/CorpusID:2090700"
"1778942237-27","https://archive.ics.uci.edu/dataset/52/ionosphere","","Structural Similarity and Distance in Learning","By Joseph Wang, Venkatesh Saligrama, David Castan'on. 2011","Published in 2011 49th Annual Allerton Conference on Communication, Control, and Computing (Allerton).","Structural Similarity and Distance in Learning","https://api.semanticscholar.org/CorpusID:10816831"
"1778942237-28","https://archive.ics.uci.edu/dataset/52/ionosphere","","Nonparametric Regression on a Graph","By Arne Kovac, Andrew Smith. 2011","Published in Journal of Computational and Graphical Statistics.","Nonparametric Regression on a Graph","https://api.semanticscholar.org/CorpusID:16497317"
"1778942237-29","https://archive.ics.uci.edu/dataset/52/ionosphere","","Core-generating approximate minimum entropy discretization for rough set feature selection in pattern classification","By David Tian, Xiao-Jun Zeng, John Keane. 2011","Published in Int. J. Approx. Reasoning.","Core-generating approximate minimum entropy discretization for rough set feature selection in pattern classification","https://api.semanticscholar.org/CorpusID:35662292"
"1778942237-30","https://archive.ics.uci.edu/dataset/52/ionosphere","","Efficient Feature Subset Selection and Subset Size Optimization","By Petr Somol, Jana Novovicová, Pavel Pudil. 2010","Published in Pattern Recognition Recent Advances.","Efficient Feature Subset Selection and Subset Size Optimization","https://api.semanticscholar.org/CorpusID:4884434"
"1778942237-31","https://archive.ics.uci.edu/dataset/52/ionosphere","","Support Feature Machines: Support vectors are not enough","By Tomasz Maszczyk, Wlodzislaw Duch. 2010","Published in The 2010 International Joint Conference on Neural Networks (IJCNN).","Support Feature Machines: Support vectors are not enough","https://api.semanticscholar.org/CorpusID:10324471"
"1778942237-32","https://archive.ics.uci.edu/dataset/52/ionosphere","","Penalty Decomposition Methods for l0-Norm Minimization ∗","By Zhaosong Lu, Yong Zhang. 2010","Published in ArXiv.","Penalty Decomposition Methods for l0-Norm Minimization ∗","https://api.semanticscholar.org/CorpusID:6330242"
"1778942237-33","https://archive.ics.uci.edu/dataset/52/ionosphere","","Feature Selection for Multi-purpose Predictive Models: A Many-Objective Task","By Alan Reynolds, David Corne, Mike Chantler. 2010","Published in PPSN.","Feature Selection for Multi-purpose Predictive Models: A Many-Objective Task","https://api.semanticscholar.org/CorpusID:16849588"
"1778942237-34","https://archive.ics.uci.edu/dataset/52/ionosphere","","On The Combination of Feature and Instance Selection","By Jerffeson Souza, Rafael Carmo, Gustavo Lima. 2010","Published in Machine Learning.","On The Combination of Feature and Instance Selection","https://api.semanticscholar.org/CorpusID:54016761"
"1778942237-35","https://archive.ics.uci.edu/dataset/52/ionosphere","","Instance- and bag-level manifold regularization for aggregate outputs classification","By Shuo Chen, Bin Liu, Mingjie Qian, Changshui Zhang. 2009","Published in CIKM.","Instance- and bag-level manifold regularization for aggregate outputs classification","https://api.semanticscholar.org/CorpusID:8628383"
"1778942237-36","https://archive.ics.uci.edu/dataset/52/ionosphere","","Privacy-Preserving Evaluation of Generalization Error and Its Application to Model and Attribute Selection","By Jun Sakuma, Rebecca Wright. 2009","Published in ACML.","Privacy-Preserving Evaluation of Generalization Error and Its Application to Model and Attribute Selection","https://api.semanticscholar.org/CorpusID:1915875"
"1778942237-37","https://archive.ics.uci.edu/dataset/52/ionosphere","","Augmented Embedding of Dissimilarity Data into (Pseudo-)Euclidean Spaces","By Artsiom Harol, Elzbieta Pekalska, Serguei Verzakov, Robert Duin. 2006","Published in SSPR/SPR.","Augmented Embedding of Dissimilarity Data into (Pseudo-)Euclidean Spaces","https://api.semanticscholar.org/CorpusID:12540396"
"1778942237-38","https://archive.ics.uci.edu/dataset/52/ionosphere","","Semantic Concept Classification by Joint Semi-supervised Learning of Feature Subspaces and Support Vector Machines","By Jianzhong Fang, Guoping Qiu. 2006","Published in ICPR (2).","Semantic Concept Classification by Joint Semi-supervised Learning of Feature Subspaces and Support Vector Machines","https://api.semanticscholar.org/CorpusID:8449371"
"1778942237-39","https://archive.ics.uci.edu/dataset/52/ionosphere","","Pareto optimal linear classification","By Seung-Jean Kim, Alessandro Magnani, Sikandar Samar, Stephen Boyd, Johan Lim. 2006","Published in ICML '06.","Pareto optimal linear classification","https://api.semanticscholar.org/CorpusID:7607659"
"1778942237-40","https://archive.ics.uci.edu/dataset/52/ionosphere","","Combining Accuracy and Prior Sensitivity for Classifier Design Under Prior Uncertainty","By Thomas Landgrebe, Robert Duin. 2006","Published in SSPR/SPR.","Combining Accuracy and Prior Sensitivity for Classifier Design Under Prior Uncertainty","https://api.semanticscholar.org/CorpusID:18351420"
"1778942237-41","https://archive.ics.uci.edu/dataset/52/ionosphere","","SpatialBoost: Adding Spatial Reasoning to AdaBoost","By Shai Avidan. 2006","Published in In Proc. European Conf. on Computer Vision.","SpatialBoost: Adding Spatial Reasoning to AdaBoost","https://api.semanticscholar.org/CorpusID:13963751"
"1778942237-42","https://archive.ics.uci.edu/dataset/52/ionosphere","","Multi-class ROC analysis from a multi-objective optimisation perspective","By Richard Everson, Jonathan Fieldsend. 2005","Published in Pattern Recognition Letters.","Multi-class ROC analysis from a multi-objective optimisation perspective","https://api.semanticscholar.org/CorpusID:18541347"
"1778942237-43","https://archive.ics.uci.edu/dataset/52/ionosphere","","On the Job Training","By Jason Holt. 2005","Published in ArXiv.","On the Job Training","https://api.semanticscholar.org/CorpusID:15094144"
"1778942237-44","https://archive.ics.uci.edu/dataset/52/ionosphere","","Boosting Strategy for Classification","By Huma Lodhi, Grigoris Karakoulas, John Shawe-Taylor. 2002","Published in Intell. Data Anal..","Boosting Strategy for Classification","https://api.semanticscholar.org/CorpusID:15716546"
"1778942237-45","https://archive.ics.uci.edu/dataset/52/ionosphere","","Meta-learning via Search Combined with Parameter Optimization","By Wlodzislaw Duch, Karol Grudzinski. 2002","Published in Advances in Soft Computing.","Meta-learning via Search Combined with Parameter Optimization","https://api.semanticscholar.org/CorpusID:14694542"
"1778942237-46","https://archive.ics.uci.edu/dataset/52/ionosphere","","Adaptive grids for clustering massive data sets","By Harsha Nagesh, Sanjay Goil, Alok Choudhary. 2001","Published in In Proceedings of the 1st SIAM International Conference on Data Mining (SDM.","Adaptive grids for clustering massive data sets","https://api.semanticscholar.org/CorpusID:1610945"
"1778942237-47","https://archive.ics.uci.edu/dataset/52/ionosphere","","Differentially Private Precision Matrix Estimation","By Wen Qing.","Published in","Differentially Private Precision Matrix Estimation","https://api.semanticscholar.org/CorpusID:202232300"
