web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,item_page_title,item_page_link
"1778829879-59","https://archive.ics.uci.edu/dataset/109/wine","","Research on Hybrid Algorithm Based on BP Neural Network and GeneticAlgorithm","By Yongxin Wang. 2015","Published in The Open Automation and Control Systems Journal.","Research on Hybrid Algorithm Based on BP Neural Network and GeneticAlgorithm","https://api.semanticscholar.org/CorpusID:15249359"
"1778829879-60","https://archive.ics.uci.edu/dataset/109/wine","","SCUT: Multi-class imbalanced data classification using SMOTE and cluster-based undersampling","By Astha Agrawal, Herna Viktor, Eric Paquet. 2015","Published in 2015 7th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management (IC3K).","SCUT: Multi-class imbalanced data classification using SMOTE and cluster-based undersampling","https://api.semanticscholar.org/CorpusID:22970995"
"1778829879-61","https://archive.ics.uci.edu/dataset/109/wine","","NEURBT: A Program for Computing Neural Networks for Classification using Batch Learning","By Javier Bernal. 2015","Published in","NEURBT: A Program for Computing Neural Networks for Classification using Batch Learning","https://api.semanticscholar.org/CorpusID:31787826"
"1778829879-62","https://archive.ics.uci.edu/dataset/109/wine","","RRegrs: an R package for computer-aided model selection with multiple regression models","By Georgia Tsiliki, Cristian Munteanu, Jose Seoane, Carlos Fernandez-Lozano, Haralambos Sarimveis, Egon Willighagen. 2015","Published in Journal of cheminformatics.","RRegrs: an R package for computer-aided model selection with multiple regression models","https://api.semanticscholar.org/CorpusID:16811069"
"1778829879-63","https://archive.ics.uci.edu/dataset/109/wine","","Optimal Rule Set Generation Using PSO Algorithm","By Shampa Sengupta, Asit Das. 2014","Published in Computer Science & Information Technology ( CS & IT ).","Optimal Rule Set Generation Using PSO Algorithm","https://api.semanticscholar.org/CorpusID:18768887"
"1778829879-64","https://archive.ics.uci.edu/dataset/109/wine","","Consensus clustering with differential evolution","By Miroslav Sabo. 2014","Published in Kybernetika.","Consensus clustering with differential evolution","https://api.semanticscholar.org/CorpusID:8365781"
"1778829879-65","https://archive.ics.uci.edu/dataset/109/wine","","Associative Classification Based on Incremental Mining (ACIM)","By Mohammed Alnababteh, M. Alfyoumi, A. Aljumah, Jafar Ababneh. 2014","Published in International Journal of Computer Theory and Engineering.","Associative Classification Based on Incremental Mining (ACIM)","https://api.semanticscholar.org/CorpusID:10900825"
"1778829879-66","https://archive.ics.uci.edu/dataset/109/wine","","$k$-POD: A Method for $k$-Means Clustering of Missing Data","By Jocelyn Chi, Eric Chi, Richard Baraniuk. 2014","Published in The American Statistician 70(1):91-99, 2016.","$k$-POD: A Method for $k$-Means Clustering of Missing Data","https://api.semanticscholar.org/CorpusID:18381904"
"1778829879-67","https://archive.ics.uci.edu/dataset/109/wine","","A Hybrid Monkey Search Algorithm for Clustering Analysis","By Xin Chen, Yongquan Zhou, Qifang Luo. 2014","Published in TheScientificWorldJournal.","A Hybrid Monkey Search Algorithm for Clustering Analysis","https://api.semanticscholar.org/CorpusID:16015006"
"1778829879-68","https://archive.ics.uci.edu/dataset/109/wine","","Rule Acquisition in Formal Decision Contexts Based on Formal, Object-Oriented and Property-Oriented Concept Lattices","By Yue Ren, Jinhai Li, Cherukuri Aswani Kumar, Wenqi Liu. 2014","Published in TheScientificWorldJournal.","Rule Acquisition in Formal Decision Contexts Based on Formal, Object-Oriented and Property-Oriented Concept Lattices","https://api.semanticscholar.org/CorpusID:16437074"
"1778829879-69","https://archive.ics.uci.edu/dataset/109/wine","","Similarity- based approach for outlier detection","By Amina Dik, Khalid Jebari, Abdelaziz Bouroumi, Aziz Ettouhami. 2014","Published in ArXiv.","Similarity- based approach for outlier detection","https://api.semanticscholar.org/CorpusID:9349461"
"1778829879-70","https://archive.ics.uci.edu/dataset/109/wine","","ENHANCED K-MEANS CLUSTRING ALGORITHM TO REDUCE TIME COMPLEXITY FOR NUMERIC VALUES","By Bhoomi Bangoria, Nirali Mankad, Vimal Pambhar. 2014","Published in International Journal of Advance Engineering and Research Development.","ENHANCED K-MEANS CLUSTRING ALGORITHM TO REDUCE TIME COMPLEXITY FOR NUMERIC VALUES","https://api.semanticscholar.org/CorpusID:7021751"
"1778829879-71","https://archive.ics.uci.edu/dataset/109/wine","","An Interior Point Method for L1/2-SVM and Application to Feature Selection in Classification","By Lan Yao, Xiongji Zhang, Dong-Hui Li, Feng Zeng, Haowen Chen. 2014","Published in J. Applied Mathematics.","An Interior Point Method for L1/2-SVM and Application to Feature Selection in Classification","https://api.semanticscholar.org/CorpusID:12420117"
"1778829879-72","https://archive.ics.uci.edu/dataset/109/wine","","A Wrapper-Based Combined Recursive Orthogonal Array and Support Vector Machine for Classification and Feature Selection","By Wei-Chang Yeh, Yuan-Ming Yeh, Cheng-Wei Chiu, Yuk Chung. 2013","Published in Modern Applied Science.","A Wrapper-Based Combined Recursive Orthogonal Array and Support Vector Machine for Classification and Feature Selection","https://api.semanticscholar.org/CorpusID:124463992"
"1778829879-73","https://archive.ics.uci.edu/dataset/109/wine","","A Deep and Tractable Density Estimator","By Benigno Uria, Iain Murray, Hugo Larochelle. 2013","Published in ArXiv.","A Deep and Tractable Density Estimator","https://api.semanticscholar.org/CorpusID:13147238"
"1778829879-74","https://archive.ics.uci.edu/dataset/109/wine","","Multiclass relevance units machine: benchmark evaluation and application to small ncRNA discovery","By Mark Menor, Kyungim Baek, Guylaine Poisson. 2013","Published in BMC genomics.","Multiclass relevance units machine: benchmark evaluation and application to small ncRNA discovery","https://api.semanticscholar.org/CorpusID:13492606"
"1778829879-75","https://archive.ics.uci.edu/dataset/109/wine","","Peeking Inside the Black Box: Visualizing Statistical Learning with Plots of Individual Conditional Expectation","By Alex Goldstein, Adam Kapelner, Justin Bleich, Emil Pitkin. 2013","Published in Journal of Computational and Graphical Statistics.","Peeking Inside the Black Box: Visualizing Statistical Learning with Plots of Individual Conditional Expectation","https://api.semanticscholar.org/CorpusID:88519447"
"1778829879-76","https://archive.ics.uci.edu/dataset/109/wine","","Unsupervised Optimal Discriminant Vector Based Feature Selection Method","By Su-Qun Cao, Jonathan Manton. 2013","Published in Mathematical Problems in Engineering.","Unsupervised Optimal Discriminant Vector Based Feature Selection Method","https://api.semanticscholar.org/CorpusID:54572928"
"1778829879-77","https://archive.ics.uci.edu/dataset/109/wine","","Constrained Spectral Clustering using L1 Regularization","By Jaya Kawale, Daniel Boley. 2013","Published in SDM.","Constrained Spectral Clustering using L1 Regularization","https://api.semanticscholar.org/CorpusID:8122884"
"1778829879-78","https://archive.ics.uci.edu/dataset/109/wine","","Using sensitivity analysis and visualization techniques to open black box data mining models","By Paulo Cortez, Mark Embrechts. 2013","Published in Inf. Sci..","Using sensitivity analysis and visualization techniques to open black box data mining models","https://api.semanticscholar.org/CorpusID:3226814"
"1778829879-79","https://archive.ics.uci.edu/dataset/109/wine","","Reliable Probability Estimates Based on Support Vector Machines for Large Multiclass Datasets","By Antonis Lambrou, Harris Papadopoulos, Ilia Nouretdinov, Alexander Gammerman. 2012","Published in AIAI.","Reliable Probability Estimates Based on Support Vector Machines for Large Multiclass Datasets","https://api.semanticscholar.org/CorpusID:18592772"
"1778829879-80","https://archive.ics.uci.edu/dataset/109/wine","","Simultaneous Interval Regression for K-Nearest Neighbor","By Mohammad Hamed, Mathieu Serrurier, Nicolas Durand. 2012","Published in Australasian Conference on Artificial Intelligence.","Simultaneous Interval Regression for K-Nearest Neighbor","https://api.semanticscholar.org/CorpusID:32124803"
"1778829879-81","https://archive.ics.uci.edu/dataset/109/wine","","Pattern Synthesis Using Multiple Kernel Learning for Efficient SVM Classification","By Hari Seetha, R. Saravanan, M. Murty. 2012","Published in Cybernetics and Information Technologies.","Pattern Synthesis Using Multiple Kernel Learning for Efficient SVM Classification","https://api.semanticscholar.org/CorpusID:60535784"
"1778829879-82","https://archive.ics.uci.edu/dataset/109/wine","","Pattern Classification Using an Olfactory Model with PCA Feature Selection in Electronic Noses: Study and Application","By Jun Fu, Canqin Huang, Jianguo Xing, Junbao Zheng. 2012","Published in Sensors.","Pattern Classification Using an Olfactory Model with PCA Feature Selection in Electronic Noses: Study and Application","https://api.semanticscholar.org/CorpusID:1209312"
"1778829879-83","https://archive.ics.uci.edu/dataset/109/wine","","Polichotomies on Imbalanced Domains by One-per-Class Compensated Reconstruction Rule","By Roberto D'Ambrosio, Paolo Soda. 2012","Published in SSPR/SPR.","Polichotomies on Imbalanced Domains by One-per-Class Compensated Reconstruction Rule","https://api.semanticscholar.org/CorpusID:14321798"
"1778829879-84","https://archive.ics.uci.edu/dataset/109/wine","","Maximum likelihood estimation of Gaussian mixture models using stochastic search","By Caglar Ari, Selim Aksoy, Orhan Arikan. 2012","Published in Pattern Recognition.","Maximum likelihood estimation of Gaussian mixture models using stochastic search","https://api.semanticscholar.org/CorpusID:928930"
"1778829879-85","https://archive.ics.uci.edu/dataset/109/wine","","A Bayesian Approach for Classification Rule Mining in Quantitative Databases","By Dominique Gay, Marc Boullé. 2012","Published in ECML/PKDD.","A Bayesian Approach for Classification Rule Mining in Quantitative Databases","https://api.semanticscholar.org/CorpusID:17473334"
