web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,item_page_title,item_page_link
"1778941379-11","https://archive.ics.uci.edu/dataset/59/letter+recognition","","Spectral Clustering with Unbalanced Data","By Jing Qian, Venkatesh Saligrama. 2013","Published in","Spectral Clustering with Unbalanced Data","https://api.semanticscholar.org/CorpusID:15398377"
"1778941379-12","https://archive.ics.uci.edu/dataset/59/letter+recognition","","Outlier Detection with Space Transformation and Spectral Analysis","By Ira Assent, Xuan-Hong Dang, Barbora Micenková, Raymond Ng. 2013","Published in SDM.","Outlier Detection with Space Transformation and Spectral Analysis","https://api.semanticscholar.org/CorpusID:10862710"
"1778941379-13","https://archive.ics.uci.edu/dataset/59/letter+recognition","","Density Conscious Subspace Clustering Using ITL Data Structure","By C. Palanisamy, S. Selvan. 2011","Published in ICTACT Journal on Soft Computing.","Density Conscious Subspace Clustering Using ITL Data Structure","https://api.semanticscholar.org/CorpusID:55802025"
"1778941379-14","https://archive.ics.uci.edu/dataset/59/letter+recognition","","Alignment Based Kernel Learning with a Continuous Set of Base Kernels","By Arash Afkanpour, Csaba Szepesvari, Michael Bowling. 2011","Published in ArXiv.","Alignment Based Kernel Learning with a Continuous Set of Base Kernels","https://api.semanticscholar.org/CorpusID:3191338"
"1778941379-15","https://archive.ics.uci.edu/dataset/59/letter+recognition","","Multiscale visual quality assessment for cluster analysis with self-organizing maps","By Jürgen Bernard, Tatiana von Landesberger, Sebastian Bremm, Tobias Schreck. 2011","Published in Electronic Imaging.","Multiscale visual quality assessment for cluster analysis with self-organizing maps","https://api.semanticscholar.org/CorpusID:44564724"
"1778941379-16","https://archive.ics.uci.edu/dataset/59/letter+recognition","","Techniques for precision-based visual analysis of projected data","By Tobias Schreck, Tatiana von Landesberger, Sebastian Bremm. 2010","Published in Electronic Imaging.","Techniques for precision-based visual analysis of projected data","https://api.semanticscholar.org/CorpusID:45989626"
"1778941379-17","https://archive.ics.uci.edu/dataset/59/letter+recognition","","Techniques for Precision-Based Visual Analysis of Projected Data","By Tobias Schreck, Tatiana Landesberger, Sebastian Bremm. 2010","Published in Information Visualization.","Techniques for Precision-Based Visual Analysis of Projected Data","https://api.semanticscholar.org/CorpusID:11607947"
"1778941379-18","https://archive.ics.uci.edu/dataset/59/letter+recognition","","Learning multi-linear representations of distributions for efficient inference","By Dan Roth, Rajhans Samdani. 2009","Published in Machine Learning.","Learning multi-linear representations of distributions for efficient inference","https://api.semanticscholar.org/CorpusID:2663757"
"1778941379-19","https://archive.ics.uci.edu/dataset/59/letter+recognition","","Error-Correcting Tournaments","By Alina Beygelzimer, John Langford, Pradeep Ravikumar. 2009","Published in ArXiv.","Error-Correcting Tournaments","https://api.semanticscholar.org/CorpusID:12210"
"1778941379-20","https://archive.ics.uci.edu/dataset/59/letter+recognition","","Modeling transfer relationships between learning tasks for improved inductive transfer","By Eric Eaton, Marie desJardins, Terran Lane. 2008","Published in In Proc. of the 19th European Conference on Machine Learning.","Modeling transfer relationships between learning tasks for improved inductive transfer","https://api.semanticscholar.org/CorpusID:14414833"
"1778941379-21","https://archive.ics.uci.edu/dataset/59/letter+recognition","","An Adaptive Nearest Neighbor Classification Algorithm for Data Streams","By Yan-Nei Law, Carlo Zaniolo. 2005","Published in PKDD.","An Adaptive Nearest Neighbor Classification Algorithm for Data Streams","https://api.semanticscholar.org/CorpusID:11191313"
"1778941379-22","https://archive.ics.uci.edu/dataset/59/letter+recognition","","Kernel Vector Approximation Files for Relevance Feedback Retrieval in Large Image Databases","By Douglas Heisterkamp, Jing Peng. 2005","Published in Multimedia Tools and Applications.","Kernel Vector Approximation Files for Relevance Feedback Retrieval in Large Image Databases","https://api.semanticscholar.org/CorpusID:5858105"
"1778941379-23","https://archive.ics.uci.edu/dataset/59/letter+recognition","","A High Performance k-NN Approach. 1 A High Performance k-NN Approach Using Binary Neural Networks","By Victoria Hodge, Ken Lees, James Austin. 2004","Published in Neural networks : the official journal of the International Neural Network Society.","A High Performance k-NN Approach. 1 A High Performance k-NN Approach Using Binary Neural Networks","https://api.semanticscholar.org/CorpusID:16871583"
"1778941379-24","https://archive.ics.uci.edu/dataset/59/letter+recognition","","A new version of rough set exploration system","By Jan Bazan, Marcin Szczuka, Jakub Wroblewski. 2002","Published in RSES). Rough Sets and Current Trends in Computing. Proc. of 3rd International Conference RSCTC 2002.","A new version of rough set exploration system","https://api.semanticscholar.org/CorpusID:6772732"
"1778941379-25","https://archive.ics.uci.edu/dataset/59/letter+recognition","","A Constructive, Incremental-Learning Network for Mixture Modeling and Classification","By James Williamson. 1997","Published in Neural Computation.","A Constructive, Incremental-Learning Network for Mixture Modeling and Classification","https://api.semanticscholar.org/CorpusID:507126"
