web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,item_page_title,item_page_link
"1778946480-12","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Active Metric Learning from Relative Comparisons","By Sicheng Xiong, R'omer Rosales, Yuanli Pei, Xiaoli Fern. 2014","Published in ArXiv.","Active Metric Learning from Relative Comparisons","https://api.semanticscholar.org/CorpusID:10520141"
"1778946480-13","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Robust Orthogonal Complement Principal Component Analysis","By Yiyuan She, Shijie Li, Dapeng Wu. 2014","Published in Journal of the American Statistical Association.","Robust Orthogonal Complement Principal Component Analysis","https://api.semanticscholar.org/CorpusID:16124595"
"1778946480-14","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Rejection Strategies for Learning Vector Quantization - A Comparison of Probabilistic and Deterministic Approaches","By Lydia Fischer, David Nebel, Thomas Villmann, Barbara Hammer, Heiko Wersing. 2014","Published in WSOM.","Rejection Strategies for Learning Vector Quantization - A Comparison of Probabilistic and Deterministic Approaches","https://api.semanticscholar.org/CorpusID:3195702"
"1778946480-15","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Pareto-Path Multi-Task Multiple Kernel Learning","By Cong Li, Michael Georgiopoulos, Georgios Anagnostopoulos. 2014","Published in IEEE transactions on neural networks and learning systems.","Pareto-Path Multi-Task Multiple Kernel Learning","https://api.semanticscholar.org/CorpusID:15288302"
"1778946480-16","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Local Outlier Detection with Interpretation","By Xuan-Hong Dang, Barbora Micenková, Ira Assent, Raymond Ng. 2013","Published in ECML/PKDD.","Local Outlier Detection with Interpretation","https://api.semanticscholar.org/CorpusID:18205292"
"1778946480-17","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Graph Based K-Means Clustering","By Laurent Galluccio, Olivier Michel, Pierre Comon, Alfred Hero. 2012","Published in Signal Processing.","Graph Based K-Means Clustering","https://api.semanticscholar.org/CorpusID:1536313"
"1778946480-18","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Classification under Data Contamination with Application to Remote Sensing Image Mis-registration","By Donghui Yan, Peng Gong, Aiyou Chen, Liheng Zhong. 2011","Published in ArXiv.","Classification under Data Contamination with Application to Remote Sensing Image Mis-registration","https://api.semanticscholar.org/CorpusID:12368746"
"1778946480-19","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Parameter identification in Choquet Integral by the Kullback-Leibler divergence on continuous densities with application to classification fusion","By Emmanuel Ramasso, Sylvie Jullien. 2011","Published in Proceedings of the 7th conference of the European Society for Fuzzy Logic and Technology (EUSFLAT-2011).","Parameter identification in Choquet Integral by the Kullback-Leibler divergence on continuous densities with application to classification fusion","https://api.semanticscholar.org/CorpusID:9196000"
"1778946480-20","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Speculative Parallel Evaluation Of Classification Trees On GPGPU Compute Engines","By Jason Spencer. 2011","Published in ArXiv.","Speculative Parallel Evaluation Of Classification Trees On GPGPU Compute Engines","https://api.semanticscholar.org/CorpusID:17773071"
"1778946480-21","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Adaptive Relevance Matrices in Learning Vector Quantization","By Petra Schneider, Michael Biehl, Barbara Hammer. 2009","Published in Neural Computation.","Adaptive Relevance Matrices in Learning Vector Quantization","https://api.semanticscholar.org/CorpusID:18278462"
"1778946480-22","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Distance Learning in Discriminative Vector Quantization","By Petra Schneider, Michael Biehl, Barbara Hammer. 2009","Published in Neural Computation.","Distance Learning in Discriminative Vector Quantization","https://api.semanticscholar.org/CorpusID:17306078"
"1778946480-23","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Automatically countering imbalance and its empirical relationship to cost","By Nitesh Chawla, David Cieslak, Lawrence Hall, Ajay Joshi. 2008","Published in Data Mining and Knowledge Discovery.","Automatically countering imbalance and its empirical relationship to cost","https://api.semanticscholar.org/CorpusID:6942750"
"1778946480-24","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Nondeterministic Discretization of Weights Improves Accuracy of Neural Networks","By Marcin Wojnarski. 2007","Published in ECML.","Nondeterministic Discretization of Weights Improves Accuracy of Neural Networks","https://api.semanticscholar.org/CorpusID:2676083"
"1778946480-25","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Manifold based local classifiers: Linear and nonlinear approaches","By Hakan Cevikalp, Diane Larlus, Marian Neamtu, Bill Triggs, Frederic Jurie. 2007","Published in In Pattern Recognition in review.","Manifold based local classifiers: Linear and nonlinear approaches","https://api.semanticscholar.org/CorpusID:1191034"
"1778946480-26","https://archive.ics.uci.edu/dataset/50/image+segmentation","","Graph Based Multi-class Semi-supervised Learning Using Gaussian Process","By Yangqiu Song, Changshui Zhang, Jianguo Lee. 2006","Published in SSPR/SPR.","Graph Based Multi-class Semi-supervised Learning Using Gaussian Process","https://api.semanticscholar.org/CorpusID:1132850"
"1778946480-27","https://archive.ics.uci.edu/dataset/50/image+segmentation","","An Algorithm for Pruning Redundant Modules in Min-Max Modular Network with GZC Function","By Jing Li, Bao-Liang Lu, Michinori Ichikawa. 2005","Published in ICNC (1).","An Algorithm for Pruning Redundant Modules in Min-Max Modular Network with GZC Function","https://api.semanticscholar.org/CorpusID:896091"
