web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,item_page_title,item_page_link
"1778828342-11","https://archive.ics.uci.edu/dataset/53/iris","","On the Computation and Applications of Large Dense Partial Correlation Networks","By Keith Dillon. 2019","Published in ArXiv.","On the Computation and Applications of Large Dense Partial Correlation Networks","https://api.semanticscholar.org/CorpusID:81978235"
"1778828342-12","https://archive.ics.uci.edu/dataset/53/iris","","Spurious Vanishing Problem in Approximate Vanishing Ideal","By Hiroshi Kera, Yoshihiko Hasegawa. 2019","Published in ArXiv.","Spurious Vanishing Problem in Approximate Vanishing Ideal","https://api.semanticscholar.org/CorpusID:59291965"
"1778828342-13","https://archive.ics.uci.edu/dataset/53/iris","","A Tsetlin Machine with Multigranular Clauses","By Saeed Gorji, Ole-Christoffer Granmo, Adrian Phoulady, Morten Goodwin. 2019","Published in","A Tsetlin Machine with Multigranular Clauses","https://api.semanticscholar.org/CorpusID:202577244"
"1778828342-14","https://archive.ics.uci.edu/dataset/53/iris","","On-chip learning in a conventional silicon MOSFET based Analog Hardware Neural Network","By Nilabjo Dey, Janak Sharda, Utkarsh Saxena, Divya Kaushik, Utkarsh Singh, Debanjan Bhowmik. 2019","Published in ArXiv.","On-chip learning in a conventional silicon MOSFET based Analog Hardware Neural Network","https://api.semanticscholar.org/CorpusID:195766750"
"1778828342-15","https://archive.ics.uci.edu/dataset/53/iris","","A Novel Chaos Theory Inspired Neuronal Architecture","By B HarikrishnanN, Nithin Nagaraj. 2019","Published in ArXiv.","A Novel Chaos Theory Inspired Neuronal Architecture","https://api.semanticscholar.org/CorpusID:168169886"
"1778828342-16","https://archive.ics.uci.edu/dataset/53/iris","","CUDA-Self-Organizing feature map based visual sentiment analysis of bank customer complaints for Analytical CRM","By Rohit Gavval, Vadlamani Ravi, Kalavala Harshal, Akhilesh Gangwar, Kumar Ravi. 2019","Published in ArXiv.","CUDA-Self-Organizing feature map based visual sentiment analysis of bank customer complaints for Analytical CRM","https://api.semanticscholar.org/CorpusID:162183754"
"1778828342-17","https://archive.ics.uci.edu/dataset/53/iris","","A Study and Analysis of a Feature Subset Selection Technique using Penguin Search Optimization Algorithm (FS-PeSOA)","By Agnip Dasgupta, Ardhendu Banerjee, Aniket Dastidar, Antara Barman, Sanjay Chakraborty. 2019","Published in ArXiv.","A Study and Analysis of a Feature Subset Selection Technique using Penguin Search Optimization Algorithm (FS-PeSOA)","https://api.semanticscholar.org/CorpusID:196622705"
"1778828342-18","https://archive.ics.uci.edu/dataset/53/iris","","Clustering ensemble method","By Tahani Alqurashi, Wenjia Wang. 2019","Published in Int. J. Machine Learning & Cybernetics.","Clustering ensemble method","https://api.semanticscholar.org/CorpusID:51887749"
"1778828342-19","https://archive.ics.uci.edu/dataset/53/iris","","Accurate and Energy-Efficient Classification with Spiking Random Neural Network: Corrected and Expanded Version","By Khaled Hussain, Mohamed Bassyouni, Erol Gelenbe. 2019","Published in ArXiv.","Accurate and Energy-Efficient Classification with Spiking Random Neural Network: Corrected and Expanded Version","https://api.semanticscholar.org/CorpusID:195316980"
"1778828342-20","https://archive.ics.uci.edu/dataset/53/iris","","SuperTML: Two-Dimensional Word Embedding for the Precognition on Structured Tabular Data","By Baohua Sun, Lin Yang, Wenhan Zhang, Michael Lin, Patrick Dong, Charles Young, Jason Dong. 2019","Published in CVPR 2019.","SuperTML: Two-Dimensional Word Embedding for the Precognition on Structured Tabular Data","https://api.semanticscholar.org/CorpusID:174798306"
"1778828342-21","https://archive.ics.uci.edu/dataset/53/iris","","An improved adaptive memetic differential evolution optimization algorithms for data clustering problems","By Hossam Mustafa, Masri Ayob, Mohd Nazri, Graham Kendall. 2019","Published in PloS one.","An improved adaptive memetic differential evolution optimization algorithms for data clustering problems","https://api.semanticscholar.org/CorpusID:169035587"
"1778828342-22","https://archive.ics.uci.edu/dataset/53/iris","","Improving Particle Swarm Optimization Based on Neighborhood and Historical Memory for Training Multi-Layer Perceptron","By Wei Li. 2018","Published in Information.","Improving Particle Swarm Optimization Based on Neighborhood and Historical Memory for Training Multi-Layer Perceptron","https://api.semanticscholar.org/CorpusID:3281000"
"1778828342-23","https://archive.ics.uci.edu/dataset/53/iris","","A Proposal of Interactive Growing Hierarchical SOM","By Takumi Ichimura, Takashi Yamaguchi. 2018","Published in ArXiv.","A Proposal of Interactive Growing Hierarchical SOM","https://api.semanticscholar.org/CorpusID:4706589"
"1778828342-24","https://archive.ics.uci.edu/dataset/53/iris","","Particle Filtering Methods for Stochastic Optimization with Application to Large-Scale Empirical Risk Minimization","By Bin Liu. 2018","Published in ArXiv.","Particle Filtering Methods for Stochastic Optimization with Application to Large-Scale Empirical Risk Minimization","https://api.semanticscholar.org/CorpusID:49904479"
"1778828342-25","https://archive.ics.uci.edu/dataset/53/iris","","Real-time Context-aware Learning System for IoT Applications","By Bhaskar Das, Jalal Almhana. 2018","Published in ArXiv.","Real-time Context-aware Learning System for IoT Applications","https://api.semanticscholar.org/CorpusID:53082173"
"1778828342-26","https://archive.ics.uci.edu/dataset/53/iris","","Study of Assigning Imperfect Attribute Values for Classifier","By Thi Soe, Zarni Sann. 2018","Published in International Journal of Advances in Scientific Research and Engineering.","Study of Assigning Imperfect Attribute Values for Classifier","https://api.semanticscholar.org/CorpusID:54176312"
"1778828342-27","https://archive.ics.uci.edu/dataset/53/iris","","Particle Filtering Methods for Stochastic Optimization with Application to Large-Scale Empirical Risk Minimization","By Bin Liu. 2018","Published in ArXiv.","Particle Filtering Methods for Stochastic Optimization with Application to Large-Scale Empirical Risk Minimization","https://api.semanticscholar.org/CorpusID:49904479"
"1778828342-28","https://archive.ics.uci.edu/dataset/53/iris","","Improving Particle Swarm Optimization Based on Neighborhood and Historical Memory for Training Multi-Layer Perceptron","By Wei Li. 2018","Published in Information.","Improving Particle Swarm Optimization Based on Neighborhood and Historical Memory for Training Multi-Layer Perceptron","https://api.semanticscholar.org/CorpusID:3281000"
"1778828342-29","https://archive.ics.uci.edu/dataset/53/iris","","Quickshift++: Provably Good Initializations for Sample-Based Mean Shift","By Heinrich Jiang, Jennifer Jang, Samory Kpotufe. 2018","Published in ArXiv.","Quickshift++: Provably Good Initializations for Sample-Based Mean Shift","https://api.semanticscholar.org/CorpusID:29152658"
"1778828342-30","https://archive.ics.uci.edu/dataset/53/iris","","Contingency Training","By Danilo Vargas, Hirotaka Takano, Junichi Murata. 2018","Published in Proc. of SICE Annual Conference 2013.","Contingency Training","https://api.semanticscholar.org/CorpusID:35899788"
"1778828342-31","https://archive.ics.uci.edu/dataset/53/iris","","Quickshift++: Provably Good Initializations for Sample-Based Mean Shift","By Heinrich Jiang, Jennifer Jang, Samory Kpotufe. 2018","Published in ArXiv.","Quickshift++: Provably Good Initializations for Sample-Based Mean Shift","https://api.semanticscholar.org/CorpusID:29152658"
"1778828342-32","https://archive.ics.uci.edu/dataset/53/iris","","Contingency Training","By Danilo Vargas, Hirotaka Takano, Junichi Murata. 2018","Published in Proc. of SICE Annual Conference 2013.","Contingency Training","https://api.semanticscholar.org/CorpusID:35899788"
"1778828342-33","https://archive.ics.uci.edu/dataset/53/iris","","A Practical Grid-Partitioning Method Considering the Dynamic VAR Response of Power Grid under Contingency Set","By Wenlu Zhao. 2018","Published in ArXiv.","A Practical Grid-Partitioning Method Considering the Dynamic VAR Response of Power Grid under Contingency Set","https://api.semanticscholar.org/CorpusID:52109943"
"1778828342-34","https://archive.ics.uci.edu/dataset/53/iris","","Pointwise adaptation via stagewise aggregation of local estimates for multiclass classification","By Nikita Puchkin, Vladimir Spokoiny. 2018","Published in ArXiv.","Pointwise adaptation via stagewise aggregation of local estimates for multiclass classification","https://api.semanticscholar.org/CorpusID:4707603"
"1778828342-35","https://archive.ics.uci.edu/dataset/53/iris","","Langevin-gradient parallel tempering for Bayesian neural learning","By Rohitash Chandra, Konark Jain, Ratneel Deo, Sally Cripps. 2018","Published in ArXiv.","Langevin-gradient parallel tempering for Bayesian neural learning","https://api.semanticscholar.org/CorpusID:53286425"
"1778828342-36","https://archive.ics.uci.edu/dataset/53/iris","","A Clonal Selection Algorithm with Levenshtein Distance based Image Similarity in Multidimensional Subjective Tourist Information and Discovery of Cryptic Spots by Interactive GHSOM","By Takumi Ichimura, Shin Kamada. 2018","Published in ArXiv.","A Clonal Selection Algorithm with Levenshtein Distance based Image Similarity in Multidimensional Subjective Tourist Information and Discovery of Cryptic Spots by Interactive GHSOM","https://api.semanticscholar.org/CorpusID:4894001"
"1778828342-37","https://archive.ics.uci.edu/dataset/53/iris","","Contrastive Explanations with Local Foil Trees","By Jasper Waa, Marcel Robeer, Jurriaan Diggelen, Matthieu Brinkhuis, Mark Neerincx. 2018","Published in ArXiv.","Contrastive Explanations with Local Foil Trees","https://api.semanticscholar.org/CorpusID:49325292"
"1778828342-38","https://archive.ics.uci.edu/dataset/53/iris","","Comparison of Different Training Data Reduction Approaches for Fast Support Vector Machines Based on Principal Component Analysis and Distance Based Measurements","By Gur Guraksin, Harun Uğuz. 2018","Published in International Journal of Computational and Experimental Science and Engineering.","Comparison of Different Training Data Reduction Approaches for Fast Support Vector Machines Based on Principal Component Analysis and Distance Based Measurements","https://api.semanticscholar.org/CorpusID:69311418"
"1778828342-39","https://archive.ics.uci.edu/dataset/53/iris","","A Simple Quantum Neural Net with a Periodic Activation Function","By Ammar Daskin. 2018","Published in ArXiv.","A Simple Quantum Neural Net with a Periodic Activation Function","https://api.semanticscholar.org/CorpusID:5046127"
"1778828342-40","https://archive.ics.uci.edu/dataset/53/iris","","Adaptive multiclass nearest neighbor classifier","By Nikita Puchkin, Vladimir Spokoiny. 2018","Published in","Adaptive multiclass nearest neighbor classifier","https://api.semanticscholar.org/CorpusID:54459542"
"1778828342-41","https://archive.ics.uci.edu/dataset/53/iris","","A Simple Quantum Neural Net with a Periodic Activation Function","By Ammar Daskin. 2018","Published in ArXiv.","A Simple Quantum Neural Net with a Periodic Activation Function","https://api.semanticscholar.org/CorpusID:5046127"
"1778828342-42","https://archive.ics.uci.edu/dataset/53/iris","","Comparison of Different Training Data Reduction Approaches for Fast Support Vector Machines Based on Principal Component Analysis and Distance Based Measurements","By Gur Guraksin, Harun Uğuz. 2018","Published in International Journal of Computational and Experimental Science and Engineering.","Comparison of Different Training Data Reduction Approaches for Fast Support Vector Machines Based on Principal Component Analysis and Distance Based Measurements","https://api.semanticscholar.org/CorpusID:69311418"
"1778828342-43","https://archive.ics.uci.edu/dataset/53/iris","","Contrastive Explanations with Local Foil Trees","By Jasper Waa, Marcel Robeer, Jurriaan Diggelen, Matthieu Brinkhuis, Mark Neerincx. 2018","Published in ArXiv.","Contrastive Explanations with Local Foil Trees","https://api.semanticscholar.org/CorpusID:49325292"
"1778828342-44","https://archive.ics.uci.edu/dataset/53/iris","","Adaptive multiclass nearest neighbor classifier","By Nikita Puchkin, Vladimir Spokoiny. 2018","Published in","Adaptive multiclass nearest neighbor classifier","https://api.semanticscholar.org/CorpusID:54459542"
"1778828342-45","https://archive.ics.uci.edu/dataset/53/iris","","An Improved Batch Classifier with Bands and Dimensions","By Kieran Greer. 2018","Published in","An Improved Batch Classifier with Bands and Dimensions","https://api.semanticscholar.org/CorpusID:58014209"
"1778828342-46","https://archive.ics.uci.edu/dataset/53/iris","","Providing Library Support for Interactive Scientific and Biomedical Visualizations with Tableau","By Lisa Federer, Douglas Joubert. 2018","Published in Journal of eScience Librarianship.","Providing Library Support for Interactive Scientific and Biomedical Visualizations with Tableau","https://api.semanticscholar.org/CorpusID:67151669"
"1778828342-47","https://archive.ics.uci.edu/dataset/53/iris","","An Improved Batch Classifier with Bands and Dimensions","By Kieran Greer. 2018","Published in","An Improved Batch Classifier with Bands and Dimensions","https://api.semanticscholar.org/CorpusID:58014209"
"1778828342-48","https://archive.ics.uci.edu/dataset/53/iris","","LINEX K-Means: Clustering by an Asymmetric Dissimilarity Measure","By Narges Ahmadzadehgoli, Adel Mohammadpour, Mohammad Behzadi. 2018","Published in JSTA.","LINEX K-Means: Clustering by an Asymmetric Dissimilarity Measure","https://api.semanticscholar.org/CorpusID:21722398"
"1778828342-49","https://archive.ics.uci.edu/dataset/53/iris","","CciMST: A Clustering Algorithm Based on Minimum Spanning Tree and Cluster Centers","By Xiaobo Lv, Yan Ma, Xiaofu He, Hui Huang, Jie Yang. 2018","Published in Mathematical Problems in Engineering.","CciMST: A Clustering Algorithm Based on Minimum Spanning Tree and Cluster Centers","https://api.semanticscholar.org/CorpusID:126288569"
"1778828342-50","https://archive.ics.uci.edu/dataset/53/iris","","Fuzzy clustering based on Forest optimization algorithm","By Arash Chaghari, Mohammad-Reza Feizi-Derakhshi, Mohammad Balafar. 2018","Published in Journal of King Saud University - Computer and Information Sciences.","Fuzzy clustering based on Forest optimization algorithm","https://api.semanticscholar.org/CorpusID:4243550"
"1778828342-51","https://archive.ics.uci.edu/dataset/53/iris","","A novel decision tree classification based on post-pruning with Bayes minimum risk","By Ahmed Ahmed, Ahmet Rizaner, Ali Ulusoy. 2018","Published in PloS one.","A novel decision tree classification based on post-pruning with Bayes minimum risk","https://api.semanticscholar.org/CorpusID:4841262"
"1778828342-52","https://archive.ics.uci.edu/dataset/53/iris","","Packaging and Sharing Machine Learning Models via the Acumos AI Open Platform","By Shuai Zhao, Manoop Talasila, Guy Jacobson, Cristian Borcea, Syed Aftab, John Murray. 2018","Published in ArXiv.","Packaging and Sharing Machine Learning Models via the Acumos AI Open Platform","https://api.semanticscholar.org/CorpusID:53058881"
"1778828342-53","https://archive.ics.uci.edu/dataset/53/iris","","A new Gini correlation between quantitative and qualitative variables","By Xin Dang, Dao Nguyen, Yixin Chen, Junying Zhang. 2018","Published in","A new Gini correlation between quantitative and qualitative variables","https://api.semanticscholar.org/CorpusID:88517839"
"1778828342-54","https://archive.ics.uci.edu/dataset/53/iris","","Proposal of security preserving machine learning of IoT","By Hirofumi Miyajima, Norio Shiratori, Hiromi Miyajima. 2018","Published in Artif. Intell. Research.","Proposal of security preserving machine learning of IoT","https://api.semanticscholar.org/CorpusID:52074928"
"1778828342-55","https://archive.ics.uci.edu/dataset/53/iris","","Self-Adaptive k-Means Based on a Covering Algorithm","By Yiwen Zhang, Yuanyuan Zhou, Xing Guo, Jintao Wu, Qiang He, Xiao Liu, Yun Yang. 2018","Published in Complexity.","Self-Adaptive k-Means Based on a Covering Algorithm","https://api.semanticscholar.org/CorpusID:52099161"
"1778828342-56","https://archive.ics.uci.edu/dataset/53/iris","","A new Gini correlation between quantitative and qualitative variables","By Xin Dang, Dao Nguyen, Yixin Chen, Junying Zhang. 2018","Published in","A new Gini correlation between quantitative and qualitative variables","https://api.semanticscholar.org/CorpusID:88517839"
"1778828342-57","https://archive.ics.uci.edu/dataset/53/iris","","Packaging and Sharing Machine Learning Models via the Acumos AI Open Platform","By Shuai Zhao, Manoop Talasila, Guy Jacobson, Cristian Borcea, Syed Aftab, John Murray. 2018","Published in ArXiv.","Packaging and Sharing Machine Learning Models via the Acumos AI Open Platform","https://api.semanticscholar.org/CorpusID:53058881"
"1778828342-58","https://archive.ics.uci.edu/dataset/53/iris","","Self-Adaptive k-Means Based on a Covering Algorithm","By Yiwen Zhang, Yuanyuan Zhou, Xing Guo, Jintao Wu, Qiang He, Xiao Liu, Yun Yang. 2018","Published in Complexity.","Self-Adaptive k-Means Based on a Covering Algorithm","https://api.semanticscholar.org/CorpusID:52099161"
"1778828342-59","https://archive.ics.uci.edu/dataset/53/iris","","Weighted total variation based convex clustering","By Guodong Xu, Yu Xia, Hui Ji. 2018","Published in ArXiv.","Weighted total variation based convex clustering","https://api.semanticscholar.org/CorpusID:52111753"
"1778828342-60","https://archive.ics.uci.edu/dataset/53/iris","","Generating Redundant Features with Unsupervised Multi-Tree Genetic Programming","By Andrew Lensen, Bing Xue, Mengjie Zhang. 2018","Published in Lecture Notes in Computer Science.","Generating Redundant Features with Unsupervised Multi-Tree Genetic Programming","https://api.semanticscholar.org/CorpusID:3631274"
"1778828342-61","https://archive.ics.uci.edu/dataset/53/iris","","Big Holes in Big Data: A Monte Carlo Algorithm for Detecting Large Hyper-rectangles in High Dimensional Data","By Joseph Lemley, Filip Jagodzinski, Razvan Andonie. 2017","Published in ArXiv.","Big Holes in Big Data: A Monte Carlo Algorithm for Detecting Large Hyper-rectangles in High Dimensional Data","https://api.semanticscholar.org/CorpusID:17683274"
"1778828342-62","https://archive.ics.uci.edu/dataset/53/iris","","K-Means Clustering using Tabu Search with Quantized Means","By Kojo Gyamfi, James Brusey, Andrew Hunt. 2017","Published in ArXiv.","K-Means Clustering using Tabu Search with Quantized Means","https://api.semanticscholar.org/CorpusID:14170909"
"1778828342-63","https://archive.ics.uci.edu/dataset/53/iris","","A clustering approach using a combination of gravitational search algorithm and k-harmonic means and its application in text document clustering","By Mina Mirhosseini. 2017","Published in TURKISH JOURNAL OF ELECTRICAL ENGINEERING & COMPUTER SCIENCES.","A clustering approach using a combination of gravitational search algorithm and k-harmonic means and its application in text document clustering","https://api.semanticscholar.org/CorpusID:31984927"
"1778828342-64","https://archive.ics.uci.edu/dataset/53/iris","","Accelerated Bayesian Optimization for Deep Learning","By Ayahiko Niimi, Kousuke Sakamoto. 2017","Published in Computer Science & Information Technology (CS & IT).","Accelerated Bayesian Optimization for Deep Learning","https://api.semanticscholar.org/CorpusID:51793020"
"1778828342-65","https://archive.ics.uci.edu/dataset/53/iris","","Master-Leader-Slave Cuckoo Search with Parameter Control for ANN Optimization and Its Real-World Application to Water Quality Prediction","By Najmeh Jaddi, Salwani Abdullah, Marlinda Abdul Malek. 2017","Published in PloS one.","Master-Leader-Slave Cuckoo Search with Parameter Control for ANN Optimization and Its Real-World Application to Water Quality Prediction","https://api.semanticscholar.org/CorpusID:1668804"
"1778828342-66","https://archive.ics.uci.edu/dataset/53/iris","","K-Means Clustering using Tabu Search with Quantized Means","By Kojo Gyamfi, James Brusey, Andrew Hunt. 2017","Published in ArXiv.","K-Means Clustering using Tabu Search with Quantized Means","https://api.semanticscholar.org/CorpusID:14170909"
"1778828342-67","https://archive.ics.uci.edu/dataset/53/iris","","A clustering approach using a combination of gravitational search algorithm and k-harmonic means and its application in text document clustering","By Mina Mirhosseini. 2017","Published in TURKISH JOURNAL OF ELECTRICAL ENGINEERING & COMPUTER SCIENCES.","A clustering approach using a combination of gravitational search algorithm and k-harmonic means and its application in text document clustering","https://api.semanticscholar.org/CorpusID:31984927"
"1778828342-68","https://archive.ics.uci.edu/dataset/53/iris","","Big Holes in Big Data: A Monte Carlo Algorithm for Detecting Large Hyper-rectangles in High Dimensional Data","By Joseph Lemley, Filip Jagodzinski, Razvan Andonie. 2017","Published in ArXiv.","Big Holes in Big Data: A Monte Carlo Algorithm for Detecting Large Hyper-rectangles in High Dimensional Data","https://api.semanticscholar.org/CorpusID:17683274"
"1778828342-69","https://archive.ics.uci.edu/dataset/53/iris","","Master-Leader-Slave Cuckoo Search with Parameter Control for ANN Optimization and Its Real-World Application to Water Quality Prediction","By Najmeh Jaddi, Salwani Abdullah, Marlinda Abdul Malek. 2017","Published in PloS one.","Master-Leader-Slave Cuckoo Search with Parameter Control for ANN Optimization and Its Real-World Application to Water Quality Prediction","https://api.semanticscholar.org/CorpusID:1668804"
"1778828342-70","https://archive.ics.uci.edu/dataset/53/iris","","MAGIX: Model Agnostic Globally Interpretable Explanations","By Nikaash Puri, Piyush Gupta, Pratiksha Agarwal, Sukriti Verma, Balaji Krishnamurthy. 2017","Published in ArXiv.","MAGIX: Model Agnostic Globally Interpretable Explanations","https://api.semanticscholar.org/CorpusID:27080997"
"1778828342-71","https://archive.ics.uci.edu/dataset/53/iris","","Graph clustering-based discretization of splitting and merging methods (GraphS and GraphM)","By Kittakorn Sriwanna, Tossapon Boongoen, Natthakan Iam-On. 2017","Published in Human-centric Computing and Information Sciences.","Graph clustering-based discretization of splitting and merging methods (GraphS and GraphM)","https://api.semanticscholar.org/CorpusID:27454989"
"1778828342-72","https://archive.ics.uci.edu/dataset/53/iris","","MAGIX: Model Agnostic Globally Interpretable Explanations","By Nikaash Puri, Piyush Gupta, Pratiksha Agarwal, Sukriti Verma, Balaji Krishnamurthy. 2017","Published in ArXiv.","MAGIX: Model Agnostic Globally Interpretable Explanations","https://api.semanticscholar.org/CorpusID:27080997"
"1778828342-73","https://archive.ics.uci.edu/dataset/53/iris","","Elliptical modeling and pattern analysis for perturbation models and classfication","By Shan Suthaharan, Weining Shen. 2017","Published in International Journal of Data Science and Analytics.","Elliptical modeling and pattern analysis for perturbation models and classfication","https://api.semanticscholar.org/CorpusID:4564419"
"1778828342-74","https://archive.ics.uci.edu/dataset/53/iris","","Clustering for Different Scales of Measurement - the Gap-Ratio Weighted K-means Algorithm","By Joris Gu'erin, Olivier Gibaru, St'ephane Thiery, Eric Nyiri. 2017","Published in ArXiv.","Clustering for Different Scales of Measurement - the Gap-Ratio Weighted K-means Algorithm","https://api.semanticscholar.org/CorpusID:17356288"
"1778828342-75","https://archive.ics.uci.edu/dataset/53/iris","","Feature learning in feature-sample networks using multi-objective optimization","By Filipe Verri, Renato Tin'os, Liang Zhao. 2017","Published in ArXiv.","Feature learning in feature-sample networks using multi-objective optimization","https://api.semanticscholar.org/CorpusID:3504700"
"1778828342-76","https://archive.ics.uci.edu/dataset/53/iris","","Accelerated Bayesian Optimization for Deep Learning","By Ayahiko Niimi, Kousuke Sakamoto. 2017","Published in Computer Science & Information Technology (CS & IT).","Accelerated Bayesian Optimization for Deep Learning","https://api.semanticscholar.org/CorpusID:51793020"
"1778828342-77","https://archive.ics.uci.edu/dataset/53/iris","","An algorithm for separation of mixed sparse and Gaussian sources","By Ameya Akkalkotkar, Kevin Brown. 2017","Published in PloS one.","An algorithm for separation of mixed sparse and Gaussian sources","https://api.semanticscholar.org/CorpusID:27476565"
"1778828342-78","https://archive.ics.uci.edu/dataset/53/iris","","Classification Using Proximity Catch Digraphs (Technical Report)","By Artur Manukyan, Elvan Ceyhan. 2017","Published in ArXiv.","Classification Using Proximity Catch Digraphs (Technical Report)","https://api.semanticscholar.org/CorpusID:26029753"
"1778828342-79","https://archive.ics.uci.edu/dataset/53/iris","","Underwater sonar image detection: A combination of non-local spatial information and quantum-inspired shuffled frog leaping algorithm","By Xingmei Wang, Shu Liu, Zhipeng Liu. 2017","Published in PloS one.","Underwater sonar image detection: A combination of non-local spatial information and quantum-inspired shuffled frog leaping algorithm","https://api.semanticscholar.org/CorpusID:27079165"
"1778828342-80","https://archive.ics.uci.edu/dataset/53/iris","","On the Local Structure of Stable Clustering Instances","By Vincent Cohen-Addad, Chris Schwiegelshohn. 2017","Published in 2017 IEEE 58th Annual Symposium on Foundations of Computer Science (FOCS).","On the Local Structure of Stable Clustering Instances","https://api.semanticscholar.org/CorpusID:11055191"
"1778828342-81","https://archive.ics.uci.edu/dataset/53/iris","","Underwater sonar image detection: A combination of non-local spatial information and quantum-inspired shuffled frog leaping algorithm","By Xingmei Wang, Shu Liu, Zhipeng Liu. 2017","Published in PloS one.","Underwater sonar image detection: A combination of non-local spatial information and quantum-inspired shuffled frog leaping algorithm","https://api.semanticscholar.org/CorpusID:27079165"
"1778828342-82","https://archive.ics.uci.edu/dataset/53/iris","","PolyACO+: a multi-level polygon-based ant colony optimisation classifier","By Morten Goodwin, Torry Tufteland, Guro Ødesneltvedt, Anis Yazidi. 2017","Published in Swarm Intelligence.","PolyACO+: a multi-level polygon-based ant colony optimisation classifier","https://api.semanticscholar.org/CorpusID:27303635"
"1778828342-83","https://archive.ics.uci.edu/dataset/53/iris","","On the Local Structure of Stable Clustering Instances","By Vincent Cohen-Addad, Chris Schwiegelshohn. 2017","Published in 2017 IEEE 58th Annual Symposium on Foundations of Computer Science (FOCS).","On the Local Structure of Stable Clustering Instances","https://api.semanticscholar.org/CorpusID:11055191"
"1778828342-84","https://archive.ics.uci.edu/dataset/53/iris","","Spectral-graph Based Classifications: Linear Regression for Classification and Normalized Radial Basis Function Network","By Zhenfang Hu, Gang Pan, Zhaohui Wu. 2017","Published in ArXiv.","Spectral-graph Based Classifications: Linear Regression for Classification and Normalized Radial Basis Function Network","https://api.semanticscholar.org/CorpusID:24006138"
"1778828342-85","https://archive.ics.uci.edu/dataset/53/iris","","Data classification using evidence reasoning rule","By Xiaobin Xu, Jin Zheng, Jian-Bo Yang, Dong-Ling Xu, Yu-Wang Chen. 2017","Published in Knowl.-Based Syst..","Data classification using evidence reasoning rule","https://api.semanticscholar.org/CorpusID:12468626"
