web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,item_page_title,item_page_link
"1778920724-16","https://archive.ics.uci.edu/dataset/94/spambase","","An Online Hierarchical Algorithm for Extreme Clustering","By Ari Kobren, Nicholas Monath, Akshay Krishnamurthy, Andrew McCallum. 2017","Published in ArXiv.","An Online Hierarchical Algorithm for Extreme Clustering","https://api.semanticscholar.org/CorpusID:1052144"
"1778920724-17","https://archive.ics.uci.edu/dataset/94/spambase","","A Hierarchical Algorithm for Extreme Clustering","By Ari Kobren, Nicholas Monath, Akshay Krishnamurthy, Andrew McCallum. 2017","Published in KDD '17.","A Hierarchical Algorithm for Extreme Clustering","https://api.semanticscholar.org/CorpusID:27959115"
"1778920724-18","https://archive.ics.uci.edu/dataset/94/spambase","","Data Driven Exploratory Attacks on Black Box Classifiers in Adversarial Domains","By Tegjyot Sethi, Mehmed Kantardzic. 2017","Published in ArXiv.","Data Driven Exploratory Attacks on Black Box Classifiers in Adversarial Domains","https://api.semanticscholar.org/CorpusID:4301311"
"1778920724-19","https://archive.ics.uci.edu/dataset/94/spambase","","Game-Theoretic Design of Secure and Resilient Distributed Support Vector Machines with Adversaries","By Rui Zhang, Quanyan Zhu. 2017","Published in ArXiv.","Game-Theoretic Design of Secure and Resilient Distributed Support Vector Machines with Adversaries","https://api.semanticscholar.org/CorpusID:36601807"
"1778920724-20","https://archive.ics.uci.edu/dataset/94/spambase","","Boosting Accuracy of Classical Machine Learning Antispam Classifiers in Real Scenarios by Applying Rough Set Theory","By Noemí Pérez-Díaz, David Ruano-Ordás, Florentino Riverola, José Méndez. 2016","Published in Scientific Programming.","Boosting Accuracy of Classical Machine Learning Antispam Classifiers in Real Scenarios by Applying Rough Set Theory","https://api.semanticscholar.org/CorpusID:36104164"
"1778920724-21","https://archive.ics.uci.edu/dataset/94/spambase","","A Mutual Information estimator for continuous and discrete variables applied to Feature Selection and Classification problems","By Frederico Coelho, Antônio Braga, Michel Verleysen. 2016","Published in Int. J. Comput. Intell. Syst..","A Mutual Information estimator for continuous and discrete variables applied to Feature Selection and Classification problems","https://api.semanticscholar.org/CorpusID:4966572"
"1778920724-22","https://archive.ics.uci.edu/dataset/94/spambase","","Boosting Accuracy of Classical Machine Learning Antispam Classifiers in Real Scenarios by Applying Rough Set Theory","By Noemí Pérez-Díaz, David Ruano-Ordás, Florentino Riverola, José Méndez. 2016","Published in Scientific Programming.","Boosting Accuracy of Classical Machine Learning Antispam Classifiers in Real Scenarios by Applying Rough Set Theory","https://api.semanticscholar.org/CorpusID:36104164"
"1778920724-23","https://archive.ics.uci.edu/dataset/94/spambase","","Speeding Up Distributed Machine Learning Using Codes","By Kangwook Lee, Maximilian Lam, Ramtin Pedarsani, Dimitris Papailiopoulos, Kannan Ramchandran. 2015","Published in ArXiv.","Speeding Up Distributed Machine Learning Using Codes","https://api.semanticscholar.org/CorpusID:3442617"
"1778920724-24","https://archive.ics.uci.edu/dataset/94/spambase","","Data-free parameter pruning for Deep Neural Networks","By Suraj Srinivas, R. Babu. 2015","Published in ArXiv.","Data-free parameter pruning for Deep Neural Networks","https://api.semanticscholar.org/CorpusID:15647317"
"1778920724-25","https://archive.ics.uci.edu/dataset/94/spambase","","ALEVS: Active Learning by Statistical Leverage Sampling","By Cem Orhan, Oznur Tacstan. 2015","Published in ArXiv.","ALEVS: Active Learning by Statistical Leverage Sampling","https://api.semanticscholar.org/CorpusID:5154738"
"1778920724-26","https://archive.ics.uci.edu/dataset/94/spambase","","Modeling of class imbalance using an empirical approach with spambase dataset and random forest classification","By Kiranmayi Kotipalli, Shan Suthaharan. 2014","Published in RIIT '14.","Modeling of class imbalance using an empirical approach with spambase dataset and random forest classification","https://api.semanticscholar.org/CorpusID:6681161"
"1778920724-27","https://archive.ics.uci.edu/dataset/94/spambase","","A Fast Incremental Learning Algorithm for Feed-forward Neural Networks Using Resilient Propagation","By Annie Joseph, Seiichi Ozawa. 2014","Published in MEMOIRS OF THE GRADUATE SCHOOLS OF ENGINEERING AND SYSTEM INFORMATICS KOBE UNIVERSITY.","A Fast Incremental Learning Algorithm for Feed-forward Neural Networks Using Resilient Propagation","https://api.semanticscholar.org/CorpusID:18405747"
"1778920724-28","https://archive.ics.uci.edu/dataset/94/spambase","","Distributed Decision Trees","By Ozan .Irsoy, Ethem Alpaydin. 2014","Published in ArXiv.","Distributed Decision Trees","https://api.semanticscholar.org/CorpusID:15426540"
"1778920724-29","https://archive.ics.uci.edu/dataset/94/spambase","","Maximum Margin Clustering for State Decomposition of Metastable Systems","By Hao Wu. 2014","Published in ArXiv.","Maximum Margin Clustering for State Decomposition of Metastable Systems","https://api.semanticscholar.org/CorpusID:9351470"
"1778920724-30","https://archive.ics.uci.edu/dataset/94/spambase","","The Planning-ahead SMO Algorithm","By Tobias Glasmachers. 2013","Published in ArXiv.","The Planning-ahead SMO Algorithm","https://api.semanticscholar.org/CorpusID:7905479"
"1778920724-31","https://archive.ics.uci.edu/dataset/94/spambase","","Information-Theoretic Data Discarding for Dynamic Trees on Data Streams","By Christoforos Anagnostopoulos, Robert Gramacy. 2013","Published in Entropy.","Information-Theoretic Data Discarding for Dynamic Trees on Data Streams","https://api.semanticscholar.org/CorpusID:10558449"
"1778920724-32","https://archive.ics.uci.edu/dataset/94/spambase","","An ontology enhanced parallel SVM for scalable spam filter training","By Godwin Caruana, Maozhen Li, Yang Liu. 2013","Published in Neurocomputing.","An ontology enhanced parallel SVM for scalable spam filter training","https://api.semanticscholar.org/CorpusID:18520420"
"1778920724-33","https://archive.ics.uci.edu/dataset/94/spambase","","Simple Methods for Initializing the EM Algorithm for Gaussian Mixture Models","By Johannes Blömer, Kathrin Bujna. 2013","Published in ArXiv.","Simple Methods for Initializing the EM Algorithm for Gaussian Mixture Models","https://api.semanticscholar.org/CorpusID:14498055"
"1778920724-34","https://archive.ics.uci.edu/dataset/94/spambase","","Proposal of Credit Card Fraudulent Use Detection by Online-type Decision Tree Construction and Verification of Generality","By Tatsuya Minegishi, Ayahiko Niimi. 2013","Published in International Journal for Information Security Research.","Proposal of Credit Card Fraudulent Use Detection by Online-type Decision Tree Construction and Verification of Generality","https://api.semanticscholar.org/CorpusID:14674067"
"1778920724-35","https://archive.ics.uci.edu/dataset/94/spambase","","Dynamic trees for streaming and massive data contexts","By Christoforos Anagnostopoulos, Robert Gramacy. 2012","Published in","Dynamic trees for streaming and massive data contexts","https://api.semanticscholar.org/CorpusID:60598387"
"1778920724-36","https://archive.ics.uci.edu/dataset/94/spambase","","Conditional validity of inductive conformal predictors","By Vladimir Vovk. 2012","Published in ArXiv.","Conditional validity of inductive conformal predictors","https://api.semanticscholar.org/CorpusID:1587259"
"1778920724-37","https://archive.ics.uci.edu/dataset/94/spambase","","Efficient P2P Ensemble Learning with Linear Models on Fully Distributed Data","By Róbert Ormándi, István Hegedüs, Márk Jelasity. 2011","Published in ArXiv.","Efficient P2P Ensemble Learning with Linear Models on Fully Distributed Data","https://api.semanticscholar.org/CorpusID:17408594"
"1778920724-38","https://archive.ics.uci.edu/dataset/94/spambase","","Variable selection and sensitivity analysis using dynamic trees, with an application to computer code performance tuning","By Robert Gramacy, Matt Taddy, Stefan Wild. 2011","Published in Annals of Applied Statistics 2013, Vol. 7, No. 1, 51-80.","Variable selection and sensitivity analysis using dynamic trees, with an application to computer code performance tuning","https://api.semanticscholar.org/CorpusID:62191043"
"1778920724-39","https://archive.ics.uci.edu/dataset/94/spambase","","M.: Asynchronous peer-to-peer data mining with stochastic gradient descent","By Róbert Ormándi, István Hegedüs, Márk Jelasity. 2011","Published in In: Euro-Par 2011. LNCS.","M.: Asynchronous peer-to-peer data mining with stochastic gradient descent","https://api.semanticscholar.org/CorpusID:13092400"
"1778920724-40","https://archive.ics.uci.edu/dataset/94/spambase","","Bayesian model choice and information criteria in sparse generalized linear models","By Rina Foygel, Mathias Drton. 2011","Published in","Bayesian model choice and information criteria in sparse generalized linear models","https://api.semanticscholar.org/CorpusID:88518565"
"1778920724-41","https://archive.ics.uci.edu/dataset/94/spambase","","Gossip Learning with Linear Models on Fully Distributed Data","By R'obert Orm'andi, Istv'an Hegedus, M'ark Jelasity. 2011","Published in Concurrency and Computation: Practice and Experience.","Gossip Learning with Linear Models on Fully Distributed Data","https://api.semanticscholar.org/CorpusID:8798569"
"1778920724-42","https://archive.ics.uci.edu/dataset/94/spambase","","Learning with cost intervals","By Xu-Ying Liu, Zhi-Hua Zhou. 2010","Published in KDD '10.","Learning with cost intervals","https://api.semanticscholar.org/CorpusID:11895878"
"1778920724-43","https://archive.ics.uci.edu/dataset/94/spambase","","Correlated pattern mining in quantitative databases","By Yiping Ke, James Cheng, Wilfred Ng. 2008","Published in TODS.","Correlated pattern mining in quantitative databases","https://api.semanticscholar.org/CorpusID:744552"
"1778920724-44","https://archive.ics.uci.edu/dataset/94/spambase","","Spectral clustering with inconsistent advice","By Tom Coleman, James Saunderson, Anthony Wirth. 2008","Published in ICML '08.","Spectral clustering with inconsistent advice","https://api.semanticscholar.org/CorpusID:8436187"
