web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,item_page_title,item_page_link
"1778835422-11","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Model Agnostic Contrastive Explanations for Structured Data","By Amit Dhurandhar, Tejaswini Pedapati, Avinash Balakrishnan, Pin-Yu Chen, Karthikeyan Shanmugam, Ruchir Puri. 2019","Published in ArXiv.","Model Agnostic Contrastive Explanations for Structured Data","https://api.semanticscholar.org/CorpusID:173990728"
"1778835422-12","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","ATMSeer: Increasing Transparency and Controllability in Automated Machine Learning","By Qianwen Wang, Yao Ming, Zhihua Jin, Qiaomu Shen, Dongyu Liu, Micah Smith, Kalyan Veeramachaneni, Huamin Qu. 2019","Published in ArXiv.","ATMSeer: Increasing Transparency and Controllability in Automated Machine Learning","https://api.semanticscholar.org/CorpusID:61153557"
"1778835422-13","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Automatic Reparameterisation of Probabilistic Programs","By Maria Gorinova, Dave Moore, Matthew Hoffman. 2019","Published in ArXiv.","Automatic Reparameterisation of Probabilistic Programs","https://api.semanticscholar.org/CorpusID:174801395"
"1778835422-14","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Approaching Machine Learning Fairness through Adversarial Network","By Xiaoqian Wang, Heng Huang. 2019","Published in ArXiv.","Approaching Machine Learning Fairness through Adversarial Network","https://api.semanticscholar.org/CorpusID:202233546"
"1778835422-15","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","FairSight: Visual Analytics for Fairness in Decision Making","By Yongsu Ahn, Yu-Ru Lin. 2019","Published in ArXiv.","FairSight: Visual Analytics for Fairness in Decision Making","https://api.semanticscholar.org/CorpusID:199064395"
"1778835422-16","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Nonparametric learning from Bayesian models with randomized objective functions","By S. Lyddon, S. Walker, C. Holmes. 2018","Published in ArXiv.","Nonparametric learning from Bayesian models with randomized objective functions","https://api.semanticscholar.org/CorpusID:49555207"
"1778835422-17","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Faster Hamiltonian Monte Carlo by Learning Leapfrog Scale","By Changye Wu, Julien Stoehr, Christian Robert. 2018","Published in ArXiv.","Faster Hamiltonian Monte Carlo by Learning Leapfrog Scale","https://api.semanticscholar.org/CorpusID:52954083"
"1778835422-18","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Discriminating Input Variables for Fraud Detection using Radial Basis Function Network","By I. Alabi, R. Jimoh. 2018","Published in Circulation in Computer Science.","Discriminating Input Variables for Fraud Detection using Radial Basis Function Network","https://api.semanticscholar.org/CorpusID:39924578"
"1778835422-19","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Mining Bad Credit Card Accounts from OLAP and OLTP","By Sheikh Islam, William Eberle, Sheikh Ghafoor. 2018","Published in Islam, S. R., Eberle, W.,&Ghafoor, S. K. (2017, May). Mining Bad Credit Card Accounts from OLAP and OLTP. In Proceedings of the International Conference on Compute and Data Analysis (pp. 129-137). ACM.","Mining Bad Credit Card Accounts from OLAP and OLTP","https://api.semanticscholar.org/CorpusID:38704402"
"1778835422-20","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","POTs: Protective Optimization Technologies","By Rebekah Overdorf, Bogdan Kulynych, Ero Balsa, Carmela Troncoso, Seda Gurses. 2018","Published in","POTs: Protective Optimization Technologies","https://api.semanticscholar.org/CorpusID:52135036"
"1778835422-21","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Nonparametric learning from Bayesian models with randomized objective functions","By S. Lyddon, S. Walker, C. Holmes. 2018","Published in ArXiv.","Nonparametric learning from Bayesian models with randomized objective functions","https://api.semanticscholar.org/CorpusID:49555207"
"1778835422-22","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Discriminating Input Variables for Fraud Detection using Radial Basis Function Network","By I. Alabi, R. Jimoh. 2018","Published in Circulation in Computer Science.","Discriminating Input Variables for Fraud Detection using Radial Basis Function Network","https://api.semanticscholar.org/CorpusID:39924578"
"1778835422-23","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Mining Bad Credit Card Accounts from OLAP and OLTP","By Sheikh Islam, William Eberle, Sheikh Ghafoor. 2018","Published in Islam, S. R., Eberle, W.,&Ghafoor, S. K. (2017, May). Mining Bad Credit Card Accounts from OLAP and OLTP. In Proceedings of the International Conference on Compute and Data Analysis (pp. 129-137). ACM.","Mining Bad Credit Card Accounts from OLAP and OLTP","https://api.semanticscholar.org/CorpusID:38704402"
"1778835422-24","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","POTs: Protective Optimization Technologies","By Rebekah Overdorf, Bogdan Kulynych, Ero Balsa, Carmela Troncoso, Seda Gurses. 2018","Published in","POTs: Protective Optimization Technologies","https://api.semanticscholar.org/CorpusID:52135036"
"1778835422-25","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Faster Hamiltonian Monte Carlo by Learning Leapfrog Scale","By Changye Wu, Julien Stoehr, Christian Robert. 2018","Published in ArXiv.","Faster Hamiltonian Monte Carlo by Learning Leapfrog Scale","https://api.semanticscholar.org/CorpusID:52954083"
"1778835422-26","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","A Rule-Based Classification System Enhanced by Multi-Objective Genetic Algorithm","By Shingo Mabu, Kenzoh Azakami, Masanao Obayashi, Takashi Kuremoto. 2017","Published in JRNAL.","A Rule-Based Classification System Enhanced by Multi-Objective Genetic Algorithm","https://api.semanticscholar.org/CorpusID:21716445"
"1778835422-27","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Stochastic Gradient Monomial Gamma Sampler","By Yizhe Zhang, Changyou Chen, Zhe Gan, Ricardo Henao, Lawrence Carin. 2017","Published in Proceedings of the 34th International Conference on Machine Learning, PMLR 70:3996-4005, 2017.","Stochastic Gradient Monomial Gamma Sampler","https://api.semanticscholar.org/CorpusID:4781478"
"1778835422-28","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","What Can I Do Now? Guiding Users in a World of Automated Decisions","By Matthias Gall'e. 2017","Published in","What Can I Do Now? Guiding Users in a World of Automated Decisions","https://api.semanticscholar.org/CorpusID:88516078"
"1778835422-29","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Effect Analysis of Resampling Techniques on the Performance of Customer Credit Scoring Models","By Jing Chen, Ling Xie, Dun-Hu Liu, Jin Xiao. 2017","Published in DEStech Transactions on Computer Science and Engineering.","Effect Analysis of Resampling Techniques on the Performance of Customer Credit Scoring Models","https://api.semanticscholar.org/CorpusID:196125403"
"1778835422-30","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Detecting Bias in Black-Box Models Using Transparent Model Distillation","By Sarah Tan, Rich Caruana, Giles Hooker, Yin Lou. 2017","Published in ArXiv.","Detecting Bias in Black-Box Models Using Transparent Model Distillation","https://api.semanticscholar.org/CorpusID:21713934"
"1778835422-31","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Detecting Bias in Black-Box Models Using Transparent Model Distillation","By Sarah Tan, Rich Caruana, Giles Hooker, Yin Lou. 2017","Published in ArXiv.","Detecting Bias in Black-Box Models Using Transparent Model Distillation","https://api.semanticscholar.org/CorpusID:21713934"
"1778835422-32","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","FA*IR: A Fair Top-k Ranking Algorithm","By Meike Zehlike, Francesco Bonchi, Carlos Castillo, Sara Hajian, Mohamed Megahed, Ricardo Baeza-Yates. 2017","Published in ArXiv.","FA*IR: A Fair Top-k Ranking Algorithm","https://api.semanticscholar.org/CorpusID:11120198"
"1778835422-33","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Improve credit scoring using transfer of learned knowledge from self-organizing map","By Ali AghaeiRad, Ning Chen, Bernardete Ribeiro. 2016","Published in Neural Computing and Applications.","Improve credit scoring using transfer of learned knowledge from self-organizing map","https://api.semanticscholar.org/CorpusID:3052482"
"1778835422-34","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","An Integrated Classification Model for Financial Data Mining","By Fan Cai, Nhien-An Le-Khac, M-T. Kechadi. 2016","Published in ArXiv.","An Integrated Classification Model for Financial Data Mining","https://api.semanticscholar.org/CorpusID:16192453"
"1778835422-35","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Stealing Machine Learning Models via Prediction APIs","By Florian Tramer, Fan Zhang, Ari Juels, Michael Reiter, Thomas Ristenpart. 2016","Published in ArXiv.","Stealing Machine Learning Models via Prediction APIs","https://api.semanticscholar.org/CorpusID:2984526"
"1778835422-36","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Towards Unifying Hamiltonian Monte Carlo and Slice Sampling","By Yizhe Zhang, Xiangyu Wang, Changyou Chen, Ricardo Henao, Kai Fan, Lawrence Carin. 2016","Published in Advances in Neural Information Processing Systems, pages 1741--1749, year 2016.","Towards Unifying Hamiltonian Monte Carlo and Slice Sampling","https://api.semanticscholar.org/CorpusID:12106238"
"1778835422-37","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","A generalized flow for multi-class and binary classification tasks: An Azure ML approach","By Matthew Bihis, Sohini Roychowdhury. 2016","Published in Big Data (Big Data), 2015 IEEE International Conference on, Santa Clara, CA, 2015, pp. 1728-1737.","A generalized flow for multi-class and binary classification tasks: An Azure ML approach","https://api.semanticscholar.org/CorpusID:5782250"
"1778835422-38","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Classification methods applied to credit scoring: A systematic review and overall comparison","By Francisco Louzada, Anderson Ara, Guilherme Fernandes. 2016","Published in Surveys in Operations Research and Management Science.","Classification methods applied to credit scoring: A systematic review and overall comparison","https://api.semanticscholar.org/CorpusID:61393304"
"1778835422-39","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Predictive Entropy Search for Bayesian Optimization with Unknown Constraints","By Jos'e Hern'andez-Lobato, Michael Gelbart, Matthew Hoffman, Ryan Adams, Zoubin Ghahramani. 2015","Published in ICML.","Predictive Entropy Search for Bayesian Optimization with Unknown Constraints","https://api.semanticscholar.org/CorpusID:9381435"
"1778835422-40","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","MIMCA: Multiple imputation for categorical variables with multiple correspondence analysis","By Vincent Audigier, Franccois Husson, Julie Josse. 2015","Published in Statistics and Computing.","MIMCA: Multiple imputation for categorical variables with multiple correspondence analysis","https://api.semanticscholar.org/CorpusID:5072808"
"1778835422-41","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Benchmarking state-of-the-art classification algorithms for credit scoring: An update of research","By Stefan Lessmann, Bart Baesens, Hsin-Vonn Seow, Lyn Thomas. 2015","Published in European Journal of Operational Research.","Benchmarking state-of-the-art classification algorithms for credit scoring: An update of research","https://api.semanticscholar.org/CorpusID:2"
"1778835422-42","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Predictive Entropy Search for Multi-objective Bayesian Optimization","By Daniel Hern'andez-Lobato, Jos'e Hern'andez-Lobato, Amar Shah, Ryan Adams. 2015","Published in","Predictive Entropy Search for Multi-objective Bayesian Optimization","https://api.semanticscholar.org/CorpusID:6653028"
"1778835422-43","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Semi-Separable Hamiltonian Monte Carlo for Inference in Bayesian Hierarchical Models","By Yichuan Zhang, Charles Sutton. 2014","Published in ArXiv.","Semi-Separable Hamiltonian Monte Carlo for Inference in Bayesian Hierarchical Models","https://api.semanticscholar.org/CorpusID:1893287"
"1778835422-44","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","An insight into the experimental design for credit risk and corporate bankruptcy prediction systems","By Vicente García, Ana Marqués, J. Sánchez. 2014","Published in Journal of Intelligent Information Systems.","An insight into the experimental design for credit risk and corporate bankruptcy prediction systems","https://api.semanticscholar.org/CorpusID:13435903"
"1778835422-45","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Bayesian Optimization with Unknown Constraints","By Michael Gelbart, Jasper Snoek, Ryan Adams. 2014","Published in ArXiv.","Bayesian Optimization with Unknown Constraints","https://api.semanticscholar.org/CorpusID:948625"
"1778835422-46","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Machine Learning of Hybrid Classification Models for Decision Support","By Vladislav Miškovic. 2014","Published in Proceedings of the 1st International Scientific Conference - Sinteza 2014.","Machine Learning of Hybrid Classification Models for Decision Support","https://api.semanticscholar.org/CorpusID:6299734"
"1778835422-47","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Self-Adaptive MOEA Feature Selection for Classification of Bankruptcy Prediction Data","By A. Gaspar-Cunha, G. Recio, L. Costa, C. Estébanez. 2014","Published in TheScientificWorldJournal.","Self-Adaptive MOEA Feature Selection for Classification of Bankruptcy Prediction Data","https://api.semanticscholar.org/CorpusID:9828089"
"1778835422-48","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Ensemble Classification for Drifting Concept E.Padmalatha","By E. Padmalatha, C. Reddy, B. Rani. 2013","Published in International Journal of Computer Applications.","Ensemble Classification for Drifting Concept E.Padmalatha","https://api.semanticscholar.org/CorpusID:11391152"
"1778835422-49","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","A literature review on the application of evolutionary computing to credit scoring","By A Marqués, V García, J Sánchez. 2013","Published in JORS.","A literature review on the application of evolutionary computing to credit scoring","https://api.semanticscholar.org/CorpusID:16537973"
"1778835422-50","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Classification Credit Dataset Using Particle Swarm Optimization and Probabilistic Neural Network Models Based on the Dynamic Decay Learning Algorithm","By Reza Narimani, Ahmad Narimani. 2013","Published in Automation, Control and Intelligent Systems.","Classification Credit Dataset Using Particle Swarm Optimization and Probabilistic Neural Network Models Based on the Dynamic Decay Learning Algorithm","https://api.semanticscholar.org/CorpusID:16767419"
"1778835422-51","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","A study of top-k measures for discrimination discovery","By Dino Pedreschi, Salvatore Ruggieri, Franco Turini. 2012","Published in SAC '12.","A study of top-k measures for discrimination discovery","https://api.semanticscholar.org/CorpusID:15975567"
"1778835422-52","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","The AUK: A simple alternative to the AUC","By Uzay Kaymak, Arie Ben-David, Rob Potharst. 2012","Published in Eng. Appl. of AI.","The AUK: A simple alternative to the AUC","https://api.semanticscholar.org/CorpusID:4448805"
"1778835422-53","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Ensemble Classifier for Solving Credit Scoring Problems","By Maciej Zieba, Jerzy Swiatek. 2012","Published in DoCEIS.","Ensemble Classifier for Solving Credit Scoring Problems","https://api.semanticscholar.org/CorpusID:7328334"
"1778835422-54","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","The No-U-Turn Sampler: Adaptively Setting Path Lengths in Hamiltonian Monte Carlo","By Matthew Hoffman, Andrew Gelman. 2011","Published in ArXiv.","The No-U-Turn Sampler: Adaptively Setting Path Lengths in Hamiltonian Monte Carlo","https://api.semanticscholar.org/CorpusID:12948548"
"1778835422-55","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","The All Relevant Feature Selection using Random Forest","By Miron Kursa, Witold Rudnicki. 2011","Published in ArXiv.","The All Relevant Feature Selection using Random Forest","https://api.semanticscholar.org/CorpusID:1269260"
"1778835422-56","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","TOWARD OPTIMAL FEATURE SELECTION USING RANKING METHODS AND CLASSIFICATION ALGORITHMS","By Jasmina Novakovic, Perica Strbac, Dusan Bulatović. 2011","Published in Yugoslav Journal of Operations Research.","TOWARD OPTIMAL FEATURE SELECTION USING RANKING METHODS AND CLASSIFICATION ALGORITHMS","https://api.semanticscholar.org/CorpusID:17976922"
"1778835422-57","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Data mining for discrimination discovery","By Salvatore Ruggieri, Dino Pedreschi, Franco Turini. 2010","Published in TKDD.","Data mining for discrimination discovery","https://api.semanticscholar.org/CorpusID:10498069"
"1778835422-58","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","The Bayesian Additive Classification Tree applied to credit risk modelling","By Junni Zhang, Wolfgang Härdle. 2010","Published in Computational Statistics & Data Analysis.","The Bayesian Additive Classification Tree applied to credit risk modelling","https://api.semanticscholar.org/CorpusID:17523573"
"1778835422-59","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Data Cleaning for Classification Using Misclassification Analysis","By Piyasak Jeatrakul, Kevin Wong, Lance Fung. 2010","Published in JACIII.","Data Cleaning for Classification Using Misclassification Analysis","https://api.semanticscholar.org/CorpusID:619142"
"1778835422-60","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Measuring discrimination in socially-sensitive decision records","By Dino Pedreschi, Salvatore Ruggieri, Franco Turini. 2009","Published in In Proc. of SDM 2009.","Measuring discrimination in socially-sensitive decision records","https://api.semanticscholar.org/CorpusID:1898155"
"1778835422-61","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Learning without Default: A Study of One-Class Classification and the Low-Default Portfolio Problem","By Kenneth Kennedy, Brian Namee, Sarah Delany. 2009","Published in AICS.","Learning without Default: A Study of One-Class Classification and the Low-Default Portfolio Problem","https://api.semanticscholar.org/CorpusID:31339153"
"1778835422-62","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Discrimination-aware data mining","By Dino Pedreshi, Salvatore Ruggieri, Franco Turini. 2008","Published in KDD.","Discrimination-aware data mining","https://api.semanticscholar.org/CorpusID:1430128"
"1778835422-63","https://archive.ics.uci.edu/dataset/144/statlog+german+credit+data","","Cost curves: An improved method for visualizing classifier performance","By Chris Drummond, Robert Holte. 2006","Published in Machine Learning.","Cost curves: An improved method for visualizing classifier performance","https://api.semanticscholar.org/CorpusID:9919123"
