web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,item_page_title,item_page_link
"1778835144-15","https://archive.ics.uci.edu/dataset/34/diabetes","","Direct Learning to Rank and Rerank","By Cynthia Rudin, Yining Wang. 2018","Published in AISTATS 2018.","Direct Learning to Rank and Rerank","https://api.semanticscholar.org/CorpusID:3385836"
"1778835144-16","https://archive.ics.uci.edu/dataset/34/diabetes","","Non-Parametric Calibration of Probabilistic Regression","By Hao Song, Meelis Kull, Peter Flach. 2018","Published in ArXiv.","Non-Parametric Calibration of Probabilistic Regression","https://api.semanticscholar.org/CorpusID:49322337"
"1778835144-17","https://archive.ics.uci.edu/dataset/34/diabetes","","Study and Observation of the Variation of Accuracies of KNN, SVM, LMNN, ENN Algorithms on Eleven Different Datasets from UCI Machine Learning Repository","By Mohammad Khan, Rezoana Arif, Md. Siddique, Mahjabin Oishe. 2018","Published in 2018 4th International Conference on Electrical Engineering and Information&Communication Technology (iCEEiCT).","Study and Observation of the Variation of Accuracies of KNN, SVM, LMNN, ENN Algorithms on Eleven Different Datasets from UCI Machine Learning Repository","https://api.semanticscholar.org/CorpusID:52283504"
"1778835144-18","https://archive.ics.uci.edu/dataset/34/diabetes","","A Dimension-Independent discriminant between distributions","By Salimeh Sekeh, Brandon Oselio, Alfred Hero. 2018","Published in ArXiv.","A Dimension-Independent discriminant between distributions","https://api.semanticscholar.org/CorpusID:3310692"
"1778835144-19","https://archive.ics.uci.edu/dataset/34/diabetes","","Subspace Embedding and Linear Regression with Orlicz Norm","By Alexandr Andoni, Chengyu Lin, Ying Sheng, Peilin Zhong, Ruiqi Zhong. 2018","Published in ArXiv.","Subspace Embedding and Linear Regression with Orlicz Norm","https://api.semanticscholar.org/CorpusID:49299655"
"1778835144-20","https://archive.ics.uci.edu/dataset/34/diabetes","","A genetic algorithm approach to optimising random forests applied to class engineered data","By Eyad Elyan, Mohamed Gaber. 2017","Published in Inf. Sci..","A genetic algorithm approach to optimising random forests applied to class engineered data","https://api.semanticscholar.org/CorpusID:33626636"
"1778835144-21","https://archive.ics.uci.edu/dataset/34/diabetes","","A genetic algorithm approach to optimising random forests applied to class engineered data","By Eyad Elyan, Mohamed Gaber. 2017","Published in Inf. Sci..","A genetic algorithm approach to optimising random forests applied to class engineered data","https://api.semanticscholar.org/CorpusID:33626636"
"1778835144-22","https://archive.ics.uci.edu/dataset/34/diabetes","","Insulin Regimen ML-based control for T2DM patients","By Mark Shifrin, Hava Siegelmann. 2017","Published in ArXiv.","Insulin Regimen ML-based control for T2DM patients","https://api.semanticscholar.org/CorpusID:20339560"
"1778835144-23","https://archive.ics.uci.edu/dataset/34/diabetes","","Smartphone-based personalized blood glucose prediction","By Juan Li, Chandima Fernando. 2016","Published in ICT Express.","Smartphone-based personalized blood glucose prediction","https://api.semanticscholar.org/CorpusID:78812899"
"1778835144-24","https://archive.ics.uci.edu/dataset/34/diabetes","","Greedy Criterion in Orthogonal Greedy Learning","By Lin Xu, Shaobo Lin, Jinshan Zeng, Xia Liu, Zongben Xu. 2016","Published in ArXiv.","Greedy Criterion in Orthogonal Greedy Learning","https://api.semanticscholar.org/CorpusID:4408954"
"1778835144-25","https://archive.ics.uci.edu/dataset/34/diabetes","","Local Subspace-Based Outlier Detection using Global Neighbourhoods","By Bas Stein, Matthijs Leeuwen, Thomas Back. 2016","Published in ArXiv.","Local Subspace-Based Outlier Detection using Global Neighbourhoods","https://api.semanticscholar.org/CorpusID:6927305"
"1778835144-26","https://archive.ics.uci.edu/dataset/34/diabetes","","Can Active Learning Experience Be Transferred?","By Hong-Min Chu, Hsuan-Tien Lin. 2016","Published in ArXiv.","Can Active Learning Experience Be Transferred?","https://api.semanticscholar.org/CorpusID:2001490"
"1778835144-27","https://archive.ics.uci.edu/dataset/34/diabetes","","Local Subspace-Based Outlier Detection using Global Neighbourhoods","By Bas Stein, Matthijs Leeuwen, Thomas Back. 2016","Published in ArXiv.","Local Subspace-Based Outlier Detection using Global Neighbourhoods","https://api.semanticscholar.org/CorpusID:6927305"
"1778835144-28","https://archive.ics.uci.edu/dataset/34/diabetes","","Greedy Criterion in Orthogonal Greedy Learning","By Lin Xu, Shaobo Lin, Jinshan Zeng, Xia Liu, Zongben Xu. 2016","Published in ArXiv.","Greedy Criterion in Orthogonal Greedy Learning","https://api.semanticscholar.org/CorpusID:4408954"
"1778835144-29","https://archive.ics.uci.edu/dataset/34/diabetes","","Margin distribution explanation on metric learning for nearest neighbor classification","By Peng-Cheng Zou, Jiandong Wang, Songcan Chen, Haiyan Chen. 2016","Published in Neurocomputing.","Margin distribution explanation on metric learning for nearest neighbor classification","https://api.semanticscholar.org/CorpusID:13200982"
"1778835144-30","https://archive.ics.uci.edu/dataset/34/diabetes","","Identifying Diabetic Patients with High Risk of Readmission","By Malladihalli Bhuvan, Ankit Kumar, Adil Zafar, Vinith Kishore. 2016","Published in ArXiv.","Identifying Diabetic Patients with High Risk of Readmission","https://api.semanticscholar.org/CorpusID:10890724"
"1778835144-31","https://archive.ics.uci.edu/dataset/34/diabetes","","An Empirical Study on Different Ranking Methods for Effective Data Classification","By Ilangovan Sangaiah, A. Kumar, Appavu Balamurugan. 2015","Published in Journal of Modern Applied Statistical Methods.","An Empirical Study on Different Ranking Methods for Effective Data Classification","https://api.semanticscholar.org/CorpusID:124467849"
"1778835144-32","https://archive.ics.uci.edu/dataset/34/diabetes","","Discretization of data using Boolean transformations and information theory based evaluation criteria","By Cezary Jankowski, D. Reda, Michal Mankowski, Grzegorz Borowik. 2015","Published in Bulletin of the Polish Academy of Sciences Technical Sciences.","Discretization of data using Boolean transformations and information theory based evaluation criteria","https://api.semanticscholar.org/CorpusID:96421745"
"1778835144-33","https://archive.ics.uci.edu/dataset/34/diabetes","","Diabetes classification using a redundancy reduction preprocessor","By Áurea Ribeiro, Allan Barros, Ewaldo Santana, Jose Principe. 2015","Published in Research on Biomedical Engineering.","Diabetes classification using a redundancy reduction preprocessor","https://api.semanticscholar.org/CorpusID:9560720"
"1778835144-34","https://archive.ics.uci.edu/dataset/34/diabetes","","H2RM: A Hybrid Rough Set Reasoning Model for Prediction and Management of Diabetes Mellitus","By Rahman Ali, Jamil Hussain, Muhammad Siddiqi, Maqbool Hussain, Sungyoung Lee, Jesús Fontecha. 2015","Published in Sensors.","H2RM: A Hybrid Rough Set Reasoning Model for Prediction and Management of Diabetes Mellitus","https://api.semanticscholar.org/CorpusID:2122726"
"1778835144-35","https://archive.ics.uci.edu/dataset/34/diabetes","","Top-k Query Processing on Encrypted Databases with Strong Security Guarantees","By Xianrui Meng, Haohan Zhu, George Kollios. 2015","Published in 2018 IEEE 34th International Conference on Data Engineering (ICDE).","Top-k Query Processing on Encrypted Databases with Strong Security Guarantees","https://api.semanticscholar.org/CorpusID:7288542"
"1778835144-36","https://archive.ics.uci.edu/dataset/34/diabetes","","Discretization of data using Boolean transformations and information theory based evaluation criteria","By Cezary Jankowski, D. Reda, Michal Mankowski, Grzegorz Borowik. 2015","Published in Bulletin of the Polish Academy of Sciences Technical Sciences.","Discretization of data using Boolean transformations and information theory based evaluation criteria","https://api.semanticscholar.org/CorpusID:96421745"
"1778835144-37","https://archive.ics.uci.edu/dataset/34/diabetes","","An Empirical Study on Different Ranking Methods for Effective Data Classification","By Ilangovan Sangaiah, A. Kumar, Appavu Balamurugan. 2015","Published in Journal of Modern Applied Statistical Methods.","An Empirical Study on Different Ranking Methods for Effective Data Classification","https://api.semanticscholar.org/CorpusID:124467849"
"1778835144-38","https://archive.ics.uci.edu/dataset/34/diabetes","","H2RM: A Hybrid Rough Set Reasoning Model for Prediction and Management of Diabetes Mellitus","By Rahman Ali, Jamil Hussain, Muhammad Siddiqi, Maqbool Hussain, Sungyoung Lee, Jesús Fontecha. 2015","Published in Sensors.","H2RM: A Hybrid Rough Set Reasoning Model for Prediction and Management of Diabetes Mellitus","https://api.semanticscholar.org/CorpusID:2122726"
"1778835144-39","https://archive.ics.uci.edu/dataset/34/diabetes","","Top-k Query Processing on Encrypted Databases with Strong Security Guarantees","By Xianrui Meng, Haohan Zhu, George Kollios. 2015","Published in 2018 IEEE 34th International Conference on Data Engineering (ICDE).","Top-k Query Processing on Encrypted Databases with Strong Security Guarantees","https://api.semanticscholar.org/CorpusID:7288542"
"1778835144-40","https://archive.ics.uci.edu/dataset/34/diabetes","","Alternating model trees","By Eibe Frank, Michael Mayo, Stefan Kramer. 2015","Published in SAC.","Alternating model trees","https://api.semanticscholar.org/CorpusID:14026053"
"1778835144-41","https://archive.ics.uci.edu/dataset/34/diabetes","","Double-Base Asymmetric AdaBoost","By Iago Landesa-V'azquez, Jos'e Alba-Castro. 2015","Published in Neurocomputing 118 (2013) 101-114.","Double-Base Asymmetric AdaBoost","https://api.semanticscholar.org/CorpusID:33446406"
"1778835144-42","https://archive.ics.uci.edu/dataset/34/diabetes","","Objective Bayesian Model Selection in Generalized Additive Models With Penalized Splines","By Daniel Bové, Leonhard Held, Göran Kauermann. 2015","Published in Journal of Computational and Graphical Statistics.","Objective Bayesian Model Selection in Generalized Additive Models With Penalized Splines","https://api.semanticscholar.org/CorpusID:41607633"
"1778835144-43","https://archive.ics.uci.edu/dataset/34/diabetes","","Secure Top-k Query Processing on Encrypted Databases","By Xianrui Meng, Haohan Zhu, George Kollios. 2015","Published in ArXiv.","Secure Top-k Query Processing on Encrypted Databases","https://api.semanticscholar.org/CorpusID:17676519"
"1778835144-44","https://archive.ics.uci.edu/dataset/34/diabetes","","Multithreshold Entropy Linear Classifier","By Wojciech Czarnecki, Jacek Tabor. 2014","Published in Expert Syst. Appl..","Multithreshold Entropy Linear Classifier","https://api.semanticscholar.org/CorpusID:7698977"
"1778835144-45","https://archive.ics.uci.edu/dataset/34/diabetes","","New Fuzzy Support Vector Machine for the Class Imbalance Problem in Medical Datasets Classification","By Xiaoqing Gu, Tongguang Ni, Hongyuan Wang. 2014","Published in TheScientificWorldJournal.","New Fuzzy Support Vector Machine for the Class Imbalance Problem in Medical Datasets Classification","https://api.semanticscholar.org/CorpusID:17438708"
"1778835144-46","https://archive.ics.uci.edu/dataset/34/diabetes","","Multithreshold Entropy Linear Classifier","By Wojciech Czarnecki, Jacek Tabor. 2014","Published in Expert Syst. Appl..","Multithreshold Entropy Linear Classifier","https://api.semanticscholar.org/CorpusID:7698977"
"1778835144-47","https://archive.ics.uci.edu/dataset/34/diabetes","","Learning to improve medical decision making from imbalanced data without a priori cost","By Xiang Wan, Jiming Liu, William Cheung, Tiejun Tong. 2014","Published in BMC medical informatics and decision making.","Learning to improve medical decision making from imbalanced data without a priori cost","https://api.semanticscholar.org/CorpusID:3059026"
"1778835144-48","https://archive.ics.uci.edu/dataset/34/diabetes","","Predicting Βeta-Turns and Βeta-Turn Types Using a Novel Over-Sampling Approach","By Lan Nguyen, Xuan Dang, Tu Le, Thammakorn Saethang, Vu Tran, Duc Ngo, Sergey Gavrilov, Ngoc Nguyen, Mamoru Kubo, Yoichi Yamada, Kenji Satou. 2014","Published in Journal of Biomedical Science and Engineering.","Predicting Βeta-Turns and Βeta-Turn Types Using a Novel Over-Sampling Approach","https://api.semanticscholar.org/CorpusID:73628299"
"1778835144-49","https://archive.ics.uci.edu/dataset/34/diabetes","","An Island Grouping Genetic Algorithm for Fuzzy Partitioning Problems","By S. Salcedo-Sanz, J. Del Ser, Z. Geem. 2014","Published in TheScientificWorldJournal.","An Island Grouping Genetic Algorithm for Fuzzy Partitioning Problems","https://api.semanticscholar.org/CorpusID:17551323"
"1778835144-50","https://archive.ics.uci.edu/dataset/34/diabetes","","A study on effectiveness of extreme learning machine","By Yuguang Wang, Feilong Cao, Yubo Yuan. 2014","Published in Neurocomputing, 74(16):2483--2490, 2011.","A study on effectiveness of extreme learning machine","https://api.semanticscholar.org/CorpusID:2051753"
"1778835144-51","https://archive.ics.uci.edu/dataset/34/diabetes","","Learning to improve medical decision making from imbalanced data without a priori cost","By Xiang Wan, Jiming Liu, William Cheung, Tiejun Tong. 2014","Published in BMC medical informatics and decision making.","Learning to improve medical decision making from imbalanced data without a priori cost","https://api.semanticscholar.org/CorpusID:3059026"
"1778835144-52","https://archive.ics.uci.edu/dataset/34/diabetes","","Feature selection to enhance a two-stage evolutionary algorithm in product unit neural networks for complex classification problems","By Antonio Tallón-Ballesteros, César Hervás-Martínez, José Santos, Roberto Sánchez. 2013","Published in Neurocomputing.","Feature selection to enhance a two-stage evolutionary algorithm in product unit neural networks for complex classification problems","https://api.semanticscholar.org/CorpusID:34501430"
"1778835144-53","https://archive.ics.uci.edu/dataset/34/diabetes","","Accuracy, Sensitivity and Specificity Measurement of Various Classification Techniques on Healthcare Data","By Niyati Gupta, Arushi Rawal, Savita Shiwani. 2013","Published in IOSR Journal of Computer Engineering.","Accuracy, Sensitivity and Specificity Measurement of Various Classification Techniques on Healthcare Data","https://api.semanticscholar.org/CorpusID:29676422"
"1778835144-54","https://archive.ics.uci.edu/dataset/34/diabetes","","Computer-aided diagnosis of diabetes using least square support vector machine","By Behnaz Almasi, Omid Almasi, Mina Kavousi, Amirhossein Sharifinia. 2013","Published in Journal of Advanced Computer Science & Technology.","Computer-aided diagnosis of diabetes using least square support vector machine","https://api.semanticscholar.org/CorpusID:14968983"
"1778835144-55","https://archive.ics.uci.edu/dataset/34/diabetes","","Penalized Likelihood and Bayesian Function Selection in Regression Models","By Fabian Scheipl, Thomas Kneib, Ludwig Fahrmeir. 2013","Published in AStA Advances in Statistical Analysis.","Penalized Likelihood and Bayesian Function Selection in Regression Models","https://api.semanticscholar.org/CorpusID:88513786"
"1778835144-56","https://archive.ics.uci.edu/dataset/34/diabetes","","Comparison of Various Classification Techniques Using Different Data Mining Tools for Diabetes Diagnosis","By Rashedur Rahman, Farhana Afroz. 2013","Published in Journal of Software Engineering and Applications.","Comparison of Various Classification Techniques Using Different Data Mining Tools for Diabetes Diagnosis","https://api.semanticscholar.org/CorpusID:17607132"
"1778835144-57","https://archive.ics.uci.edu/dataset/34/diabetes","","Boosting in the presence of label noise","By Jakramate Bootkrajang, Ata Kaban. 2013","Published in ArXiv.","Boosting in the presence of label noise","https://api.semanticscholar.org/CorpusID:5377124"
"1778835144-58","https://archive.ics.uci.edu/dataset/34/diabetes","","Automatic Detection of Diabetes Diagnosis using Feature Weighted Support Vector Machines based on Mutual Information and Modified Cuckoo Search","By Davar Giveki, Hamid Salimi, GholamReza Bahmanyar, Younes Khademian. 2012","Published in ArXiv.","Automatic Detection of Diabetes Diagnosis using Feature Weighted Support Vector Machines based on Mutual Information and Modified Cuckoo Search","https://api.semanticscholar.org/CorpusID:8181564"
"1778835144-59","https://archive.ics.uci.edu/dataset/34/diabetes","","Apply On-Line Analytical Processing (OLAP)With Data Mining For Clinical Decision Support","By Walid Qwaider. 2012","Published in International Journal of Managing Information Technology.","Apply On-Line Analytical Processing (OLAP)With Data Mining For Clinical Decision Support","https://api.semanticscholar.org/CorpusID:13085420"
"1778835144-60","https://archive.ics.uci.edu/dataset/34/diabetes","","Venn-Abers predictors","By Vladimir Vovk, Ivan Petej. 2012","Published in UAI.","Venn-Abers predictors","https://api.semanticscholar.org/CorpusID:15070342"
"1778835144-61","https://archive.ics.uci.edu/dataset/34/diabetes","","Comparative Evaluation of an Interactive Time-Series Visualization that Combines Quantitative Data with Qualitative Abstractions","By Wolfgang Aigner, Alexander Rind, Stephan Hoffmann. 2012","Published in Comput. Graph. Forum.","Comparative Evaluation of an Interactive Time-Series Visualization that Combines Quantitative Data with Qualitative Abstractions","https://api.semanticscholar.org/CorpusID:16859695"
"1778835144-62","https://archive.ics.uci.edu/dataset/34/diabetes","","Kernel-based Feature Extraction under Maximum Margin Criterion","By Jiangping Wang, Jieyan Fan, Huanghuang Li, Dapeng Wu. 2012","Published in J. Visual Communication and Image Representation.","Kernel-based Feature Extraction under Maximum Margin Criterion","https://api.semanticscholar.org/CorpusID:9684693"
"1778835144-63","https://archive.ics.uci.edu/dataset/34/diabetes","","Decision rules extraction from data stream in the presence of changing context for diabetes treatment","By Jakub Tomczak, Adam Gonczarek. 2012","Published in Knowledge and Information Systems.","Decision rules extraction from data stream in the presence of changing context for diabetes treatment","https://api.semanticscholar.org/CorpusID:7464745"
"1778835144-64","https://archive.ics.uci.edu/dataset/34/diabetes","","Integrating Learning from Examples into the Search for Diagnostic Policies","By V. Bayer-Zubek, T. Dietterich. 2011","Published in Journal Of Artificial Intelligence Research, Volume 24, pages 263-303, 2005.","Integrating Learning from Examples into the Search for Diagnostic Policies","https://api.semanticscholar.org/CorpusID:401100"
"1778835144-65","https://archive.ics.uci.edu/dataset/34/diabetes","","spikeSlabGAM: Bayesian Variable Selection, Model Choice and Regularization for Generalized Additive Mixed Models in R","By Fabian Scheipl. 2011","Published in Journal of Statistical Software 2011 43(14) 1--24.","spikeSlabGAM: Bayesian Variable Selection, Model Choice and Regularization for Generalized Additive Mixed Models in R","https://api.semanticscholar.org/CorpusID:35334041"
"1778835144-66","https://archive.ics.uci.edu/dataset/34/diabetes","","SMOTE: Synthetic Minority Over-sampling Technique","By N. Chawla, K. Bowyer, L. Hall, W. Kegelmeyer. 2011","Published in Journal Of Artificial Intelligence Research, Volume 16, pages 321-357, 2002.","SMOTE: Synthetic Minority Over-sampling Technique","https://api.semanticscholar.org/CorpusID:1554582"
"1778835144-67","https://archive.ics.uci.edu/dataset/34/diabetes","","Sequential Feature Selection for Classification","By Thomas Rückstieß, Christian Osendorfer, Patrick Smagt. 2011","Published in Australasian Conference on Artificial Intelligence.","Sequential Feature Selection for Classification","https://api.semanticscholar.org/CorpusID:6683105"
"1778835144-68","https://archive.ics.uci.edu/dataset/34/diabetes","","Diagnosis of Heart Disease for Diabetic Patients using Naive Bayes Method","By G. Parthiban, S. Srivatsa, A. Rajesh. 2011","Published in International Journal of Computer Applications.","Diagnosis of Heart Disease for Diabetic Patients using Naive Bayes Method","https://api.semanticscholar.org/CorpusID:2333980"
"1778835144-69","https://archive.ics.uci.edu/dataset/34/diabetes","","Simulation-based Regularized Logistic Regression","By Robert Gramacy, Nicholas Polson. 2010","Published in Bayesian Analysis.","Simulation-based Regularized Logistic Regression","https://api.semanticscholar.org/CorpusID:6762569"
"1778835144-70","https://archive.ics.uci.edu/dataset/34/diabetes","","THE ADVICEPTRON: GIVING ADVICE TO THE PERCEPTRON","By Gautam Kunapuli, Kristin Bennett, Richard Maclin, Jude Shavlik. 2010","Published in Intelligent Engineering Systems through Artificial Neural Networks, Volume 20.","THE ADVICEPTRON: GIVING ADVICE TO THE PERCEPTRON","https://api.semanticscholar.org/CorpusID:14245426"
"1778835144-71","https://archive.ics.uci.edu/dataset/34/diabetes","","Hyper-g Priors for Generalized Linear Models","By Daniel Bov'e, Leonhard Held. 2010","Published in Published in Bayesian Analysis (2011) volume 6, number 3, pages 387-410.","Hyper-g Priors for Generalized Linear Models","https://api.semanticscholar.org/CorpusID:88519437"
"1778835144-72","https://archive.ics.uci.edu/dataset/34/diabetes","","Variable selection in linear regression","By Charles Lindsey, Simon Sheather. 2010","Published in The Stata Journal: Promoting communications on statistics and Stata.","Variable selection in linear regression","https://api.semanticscholar.org/CorpusID:122625699"
"1778835144-73","https://archive.ics.uci.edu/dataset/34/diabetes","","Online Knowledge-Based Support Vector Machines","By Gautam Kunapuli, Kristin Bennett, Amina Shabbeer, Richard Maclin, Jude Shavlik. 2010","Published in ECML/PKDD.","Online Knowledge-Based Support Vector Machines","https://api.semanticscholar.org/CorpusID:18397465"
"1778835144-74","https://archive.ics.uci.edu/dataset/34/diabetes","","The influence of mutation on population dynamics in multiobjective genetic programming","By Khaled Badran, Peter Rockett. 2009","Published in Genetic Programming and Evolvable Machines.","The influence of mutation on population dynamics in multiobjective genetic programming","https://api.semanticscholar.org/CorpusID:9252105"
"1778835144-75","https://archive.ics.uci.edu/dataset/34/diabetes","","Decision Fusion on Boosting Ensembles","By Joaquín Torres-Sospedra, Carlos Hernández-Espinosa, Mercedes Fernández-Redondo. 2008","Published in ANNPR.","Decision Fusion on Boosting Ensembles","https://api.semanticscholar.org/CorpusID:38676277"
"1778835144-76","https://archive.ics.uci.edu/dataset/34/diabetes","","A modified fuzzy min-max neural network with rule extraction and its application to fault detection and classification","By Anas Quteishat, Chee Lim. 2008","Published in Appl. Soft Comput..","A modified fuzzy min-max neural network with rule extraction and its application to fault detection and classification","https://api.semanticscholar.org/CorpusID:9152746"
"1778835144-77","https://archive.ics.uci.edu/dataset/34/diabetes","","Research Article An Efficient Kernel Optimization Method for Radar High-Resolution Range Profile Recognition","By Bo Chen, Hongwei Liu, Zheng Bao. 2007","Published in EURASIP J. Adv. Sig. Proc..","Research Article An Efficient Kernel Optimization Method for Radar High-Resolution Range Profile Recognition","https://api.semanticscholar.org/CorpusID:4003886"
"1778835144-78","https://archive.ics.uci.edu/dataset/34/diabetes","","Bagging with asymmetric costs for misclassified and","By Ricardo Ñanculef, Carlos Valle, Héctor Allende, Claudio Moraga. 2007","Published in CIARP.","Bagging with asymmetric costs for misclassified and","https://api.semanticscholar.org/CorpusID:15442785"
"1778835144-79","https://archive.ics.uci.edu/dataset/34/diabetes","","Joint feature re-extraction and classification using an iterative semi-supervised support vector machine algorithm","By Yuanqing Li, Cuntai Guan. 2007","Published in Machine Learning.","Joint feature re-extraction and classification using an iterative semi-supervised support vector machine algorithm","https://api.semanticscholar.org/CorpusID:24544870"
"1778835144-80","https://archive.ics.uci.edu/dataset/34/diabetes","","Adaptive Sparse Grid Classification Using Grid Environments","By Dirk Pflüger, Ioan Muntean, Hans-Joachim Bungartz. 2007","Published in International Conference on Computational Science.","Adaptive Sparse Grid Classification Using Grid Environments","https://api.semanticscholar.org/CorpusID:5996554"
"1778835144-81","https://archive.ics.uci.edu/dataset/34/diabetes","","Mining optimal decision trees from itemset lattices","By Siegfried Nijssen, Elisa Fromont. 2007","Published in KDD '07.","Mining optimal decision trees from itemset lattices","https://api.semanticscholar.org/CorpusID:14764919"
"1778835144-82","https://archive.ics.uci.edu/dataset/34/diabetes","","Dual-strategy active learning","By Pinar Donmez, Jaime Carbonell, Paul Bennett. 2007","Published in In Proc. of the 18th European Conf. on Machine Learning.","Dual-strategy active learning","https://api.semanticscholar.org/CorpusID:6909306"
"1778835144-83","https://archive.ics.uci.edu/dataset/34/diabetes","","A Cooperative Learning Model for the Fuzzy ARTMAP-Dynamic Decay Adjustment Network with the Genetic Algorithm","By Shing Tan, M. Rao, Chee Lim. 2007","Published in Soft Computing in Industrial Applications.","A Cooperative Learning Model for the Fuzzy ARTMAP-Dynamic Decay Adjustment Network with the Genetic Algorithm","https://api.semanticscholar.org/CorpusID:18832122"
"1778835144-84","https://archive.ics.uci.edu/dataset/34/diabetes","","Reformulation of the Support Set Selection Problem in the Logical Analysis of Data","By Renato Bruni. 2007","Published in Annals OR.","Reformulation of the Support Set Selection Problem in the Logical Analysis of Data","https://api.semanticscholar.org/CorpusID:15942989"
"1778835144-85","https://archive.ics.uci.edu/dataset/34/diabetes","","Constructing Orthogonal Latent Features for Arbitrary Loss","By Michinari Momma, Kristin Bennett. 2006","Published in Feature Extraction.","Constructing Orthogonal Latent Features for Arbitrary Loss","https://api.semanticscholar.org/CorpusID:18293642"
