web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,item_page_title,item_page_link
"1778828826-24","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","Identifying Finite Mixtures of Nonparametric Product Distributions and Causal Inference of Confounders","By Eleni Sgouritsa, Dominik Janzing, Jonas Peters, Bernhard Schoelkopf. 2013","Published in ArXiv.","Identifying Finite Mixtures of Nonparametric Product Distributions and Causal Inference of Confounders","https://api.semanticscholar.org/CorpusID:12506300"
"1778828826-25","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","Model-Based Clustering of High-Dimensional Data: A review","By Charles Bouveyron, Camille Brunet. 2012","Published in Computational Statistics & Data Analysis.","Model-Based Clustering of High-Dimensional Data: A review","https://api.semanticscholar.org/CorpusID:9107727"
"1778828826-26","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","MLiT: mixtures of Gaussians under linear transformations","By Ahmed Otoom, Hatice Gunes, Oscar Concha, Massimo Piccardi. 2011","Published in Pattern Analysis and Applications.","MLiT: mixtures of Gaussians under linear transformations","https://api.semanticscholar.org/CorpusID:21381399"
"1778828826-27","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","A novel feature selection approach for biomedical data classification.","By Yonghong Peng, Zhiqing Wu, Jianmin Jiang. 2010","Published in Journal of biomedical informatics.","A novel feature selection approach for biomedical data classification.","https://api.semanticscholar.org/CorpusID:1710466"
"1778828826-28","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","Bregman Distance to L1 Regularized Logistic Regression","By Mithun Gupta, Thomas Huang. 2010","Published in ArXiv.","Bregman Distance to L1 Regularized Logistic Regression","https://api.semanticscholar.org/CorpusID:10190207"
"1778828826-29","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","Mixtures of Gaussian Distributions under Linear Dimensionality Reduction","By Ahmed Otoom, Óscar Pérez, Massimo Piccardi. 2010","Published in VISAPP.","Mixtures of Gaussian Distributions under Linear Dimensionality Reduction","https://api.semanticscholar.org/CorpusID:5139641"
"1778828826-30","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","Ordinal Risk-Group Classification","By Yizhar Toren. 2010","Published in","Ordinal Risk-Group Classification","https://api.semanticscholar.org/CorpusID:88511693"
"1778828826-31","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","Particle swarm optimisation for outlier detection","By Ammar Mohemmed, Mengjie Zhang, Will Browne. 2010","Published in GECCO '10.","Particle swarm optimisation for outlier detection","https://api.semanticscholar.org/CorpusID:9191773"
"1778828826-32","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","Learning Classifier Systems: A Complete Introduction, Review, and Roadmap","By Ryan Urbanowicz, Jason Moore. 2009","Published in Journal of Artificial Evolution and Applications.","Learning Classifier Systems: A Complete Introduction, Review, and Roadmap","https://api.semanticscholar.org/CorpusID:1252660"
"1778828826-33","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","Learning to classify with missing and corrupted features","By Ofer Dekel, Ohad Shamir, Lin Xiao. 2009","Published in Machine Learning.","Learning to classify with missing and corrupted features","https://api.semanticscholar.org/CorpusID:259138"
"1778828826-34","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","Multi-group support vector machines with measurement costs: A biobjective approach","By Emilio Carrizosa, Belen Martin-Barragan, Dolores Morales. 2008","Published in Discrete Applied Mathematics.","Multi-group support vector machines with measurement costs: A biobjective approach","https://api.semanticscholar.org/CorpusID:7985533"
"1778828826-35","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","An analysis of constructive crossover and selection pressure in genetic programming","By Huayang Xie, Mengjie Zhang, Peter Andreae. 2007","Published in GECCO '07.","An analysis of constructive crossover and selection pressure in genetic programming","https://api.semanticscholar.org/CorpusID:10353384"
"1778828826-36","https://archive.ics.uci.edu/dataset/17/breast+cancer+wisconsin+diagnostic","","Support Vector Based Prototype Selection Method for Nearest Neighbor Rules","By Yuangui Li, Zhonghui Hu, Yunze Cai, Weidong Zhang. 2005","Published in ICNC.","Support Vector Based Prototype Selection Method for Nearest Neighbor Rules","https://api.semanticscholar.org/CorpusID:9409044"
