web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,item_page_title,item_page_link
"1778923413-11","https://archive.ics.uci.edu/dataset/111/zoo","","A-Ward_p{eta}: Effective hierarchical clustering using the Minkowski metric and a fast k -means initialisation","By Renato Amorim, Vladimir Makarenkov, Boris Mirkin. 2016","Published in Information Sciences, 370, 343-354 (2016).","A-Ward_p{eta}: Effective hierarchical clustering using the Minkowski metric and a fast k -means initialisation","https://api.semanticscholar.org/CorpusID:535677"
"1778923413-12","https://archive.ics.uci.edu/dataset/111/zoo","","Clustering categorical data via ensembling dissimilarity matrices","By Saeid Amiri, Bertrand Clarke, Jennifer Clarke. 2015","Published in Journal of Computational and Graphical Statistics.","Clustering categorical data via ensembling dissimilarity matrices","https://api.semanticscholar.org/CorpusID:73537147"
"1778923413-13","https://archive.ics.uci.edu/dataset/111/zoo","","Pattern Decomposition with Complex Combinatorial Constraints: Application to Materials Discovery","By Stefano Ermon, Ronan Bras, Santosh Suram, John Gregoire, Carla Gomes, Bart Selman, Robert Dover. 2014","Published in ArXiv.","Pattern Decomposition with Complex Combinatorial Constraints: Application to Materials Discovery","https://api.semanticscholar.org/CorpusID:701353"
"1778923413-14","https://archive.ics.uci.edu/dataset/111/zoo","","A Hash-based Co-Clustering Algorithm for Categorical Data","By Fabricio Francca. 2014","Published in","A Hash-based Co-Clustering Algorithm for Categorical Data","https://api.semanticscholar.org/CorpusID:16648547"
"1778923413-15","https://archive.ics.uci.edu/dataset/111/zoo","","Hyperparameter Selection in Kernel Principal Component Analysis","By Md. Alam, Kenji Fukumizu. 2014","Published in JCS.","Hyperparameter Selection in Kernel Principal Component Analysis","https://api.semanticscholar.org/CorpusID:29834432"
"1778923413-16","https://archive.ics.uci.edu/dataset/111/zoo","","Privacy preserving in association rules using a genetic algorithm","By Rahat Shah, Sohail Asghar. 2014","Published in TURKISH JOURNAL OF ELECTRICAL ENGINEERING & COMPUTER SCIENCES.","Privacy preserving in association rules using a genetic algorithm","https://api.semanticscholar.org/CorpusID:32145884"
"1778923413-17","https://archive.ics.uci.edu/dataset/111/zoo","","Modelling Concept Prototype Competencies using a Developmental Memory Model","By Paul Baxter, Joachim de Greeff, Rachel Wood, Tony Belpaeme. 2012","Published in Paladyn.","Modelling Concept Prototype Competencies using a Developmental Memory Model","https://api.semanticscholar.org/CorpusID:14498188"
"1778923413-18","https://archive.ics.uci.edu/dataset/111/zoo","","Unsupervised generation of data mining features from linked open data","By Heiko Paulheim, Johannes Fümkranz. 2012","Published in WIMS '12.","Unsupervised generation of data mining features from linked open data","https://api.semanticscholar.org/CorpusID:1604537"
"1778923413-19","https://archive.ics.uci.edu/dataset/111/zoo","","Performance Analysis of Apriori Algorithm with Progressive Approach for Mining Data","By  Shilpa, Parashar Sunita. 2011","Published in International Journal of Computer Applications.","Performance Analysis of Apriori Algorithm with Progressive Approach for Mining Data","https://api.semanticscholar.org/CorpusID:5713839"
"1778923413-20","https://archive.ics.uci.edu/dataset/111/zoo","","Conditional Mutual Information-Based Feature Selection Analyzing for Synergy and Redundancy","By Hongrong Cheng, Zhiguang Qin, Chao-sheng Feng, Yong Wang, Fagen Li. 2011","Published in ETRI Journal.","Conditional Mutual Information-Based Feature Selection Analyzing for Synergy and Redundancy","https://api.semanticscholar.org/CorpusID:18656720"
"1778923413-21","https://archive.ics.uci.edu/dataset/111/zoo","","A fuzzified BRAIN algorithm for learning DNF from incomplete data","By Salvatore Rampone, Ciro Russo. 2010","Published in Electronic Journal of Applied Statistical Analysis, Vol. 5, Issue 2, 256-270, 2012.","A fuzzified BRAIN algorithm for learning DNF from incomplete data","https://api.semanticscholar.org/CorpusID:1922697"
"1778923413-22","https://archive.ics.uci.edu/dataset/111/zoo","","K-Subspace Clustering","By Dingding Wang, Chris Ding, Tao Li. 2009","Published in ECML/PKDD.","K-Subspace Clustering","https://api.semanticscholar.org/CorpusID:15945077"
"1778923413-23","https://archive.ics.uci.edu/dataset/111/zoo","","Efficient layered density-based clustering of categorical data.","By Bill Andreopoulos, Aijun An, Xiaogang Wang, Dirk Labudde. 2009","Published in Journal of biomedical informatics.","Efficient layered density-based clustering of categorical data.","https://api.semanticscholar.org/CorpusID:18256626"
"1778923413-24","https://archive.ics.uci.edu/dataset/111/zoo","","Angle-based outlier detection in high-dimensional data","By Hans-Peter Kriegel, Matthias S hubert, Arthur Zimek. 2008","Published in KDD.","Angle-based outlier detection in high-dimensional data","https://api.semanticscholar.org/CorpusID:3072058"
"1778923413-25","https://archive.ics.uci.edu/dataset/111/zoo","","Quantitative evaluation of approximate frequent pattern mining algorithms","By Rohit Gupta, Gang Fang, Blayne Field, Michael Steinbach, Vipin Kumar. 2008","Published in KDD.","Quantitative evaluation of approximate frequent pattern mining algorithms","https://api.semanticscholar.org/CorpusID:9871926"
"1778923413-26","https://archive.ics.uci.edu/dataset/111/zoo","","First approach toward on-line evolution of association rules with learning classifier systems","By Albert Orriols-Puig, Jorge Casillas, Ester Bernadó-Mansilla. 2008","Published in GECCO '08.","First approach toward on-line evolution of association rules with learning classifier systems","https://api.semanticscholar.org/CorpusID:15082816"
"1778923413-27","https://archive.ics.uci.edu/dataset/111/zoo","","Hierarchical Density-Based Clustering of Categorical Data and a Simplification","By Bill Andreopoulos, Aijun An, Xiaogang Wang. 2007","Published in PAKDD.","Hierarchical Density-Based Clustering of Categorical Data and a Simplification","https://api.semanticscholar.org/CorpusID:1119050"
"1778923413-28","https://archive.ics.uci.edu/dataset/111/zoo","","Using Analogy Discovery to Create Abstractions","By Marc Pickett. 2007","Published in SARA.","Using Analogy Discovery to Create Abstractions","https://api.semanticscholar.org/CorpusID:15300481"
"1778923413-29","https://archive.ics.uci.edu/dataset/111/zoo","","On the Match Tracking Anomaly of the ARTMAP Neural Network","By Guszti Bartfai. 1995","Published in Neural Networks.","On the Match Tracking Anomaly of the ARTMAP Neural Network","https://api.semanticscholar.org/CorpusID:7189511"
